t,n_satellites,gdop,pdop,hdop,vdop,mean_cn0_db_hz,min_elevation_deg,mean_elevation_deg,position_error_m
51.0,7,2.981493546137051,2.5167605732625806,1.866100574551431,1.6887132464654306,34.77142857142857,19.583136213728626,43.789632830123445,29.271836574739964
52.0,7,2.9815444561026596,2.516792919095282,1.8660680523543243,1.688797389147286,35.5,19.57818903018427,43.78988741291911,34.00958652123224
53.0,7,2.9815952039711315,2.5168251447076964,1.866035537754649,1.6888813400797684,35.72857142857143,19.57323712684956,43.79013813103309,35.117257578872
54.0,7,2.9816457895576316,2.516857249952748,1.8660030306817232,1.6889650991439504,35.57142857142857,19.56828837239429,43.7903897896732,39.04242438716746
55.0,7,2.9816962127333704,2.5168892347249296,1.8659705311409271,1.6890486661987831,35.48571428571429,19.563310087869866,43.7906269484436,34.427356623074054
56.0,7,2.981746473295842,2.516921098863582,1.8659380390840787,1.6891320410801887,35.41428571428571,19.558352625350395,43.79087192237157,35.24938291487156
57.0,7,2.981796571107616,2.5169528422569174,1.8659055544732577,1.6892152236855489,35.91428571428572,19.553393173268383,43.79111582575557,35.46032258568599
58.0,7,2.9818465059981234,2.5169844647684654,1.8658730772763943,1.6892982138689776,35.72857142857142,19.5484216525968,43.79135645894899,41.82651183603009
59.0,7,2.9818962778190827,2.5170159662776266,1.8658406074861673,1.6893810114808752,35.71428571428571,19.543458524981144,43.79159814767833,29.744721405530758
60.0,7,2.9819458863806294,2.5170473466335856,1.865808145037414,1.6894636163904855,34.885714285714286,19.538498406798453,43.79183770873693,29.14890089064345
61.0,7,2.981995331531098,2.5170786057136905,1.86577568991124,1.689546028457885,34.699999999999996,19.53352547427573,43.7920756479968,30.08945269886129
62.0,7,2.9820446131097618,2.517109743388886,1.8657432420772135,1.689628247546327,35.542857142857144,19.52858750637047,43.79232889740818,31.38914790491014
63.0,7,2.9820937309384203,2.517140759515778,1.8657108014855377,1.6897102735190614,35.25714285714286,19.523635571315538,43.79257233167397,47.22909521476538
64.0,7,2.9821426849136436,2.5171716540095366,1.8656783681584104,1.6897921062470604,34.84285714285715,19.51866720925304,43.792807757390314,30.0734260305659
65.0,7,2.9821914747800595,2.5172024266695154,1.8656459419931954,1.6898737455665793,34.25714285714285,19.513712012118475,43.79305112163722,41.21863972166797
66.0,7,2.9822401004700985,2.51723307743527,1.8656135230119055,1.6899551913850688,34.07142857142857,19.50876133604176,43.79329779879329,34.50243124074773
67.0,7,2.9822885617469916,2.5172636061218485,1.8655811111419958,1.6900364435288873,35.300000000000004,19.50379392547149,43.793530632191995,46.944951838422185
68.0,7,2.9823368585291328,2.5172940126586756,1.8655487064152545,1.6901175018795551,35.357142857142854,19.498830342068885,43.793770022455476,32.55211444668127
69.0,7,2.9823849905836393,2.5173242968622342,1.8655163087308673,1.69019836629672,35.214285714285715,19.49387473724476,43.794010203548034,28.89065704573119
70.0,7,2.982432957765664,2.51735445861598,1.8654839180742244,1.6902790366445992,34.642857142857146,19.48892894206555,43.794257458635435,34.267002011951675
71.0,8,2.0789469435991483,1.8330757143322922,1.2706200397497933,1.3212461122217454,32.712500000000006,4.858813631027493,38.927529256409215,101.2716988195014
72.0,7,2.982528396905832,2.5174144142823383,1.8654191577564105,1.6904397945836025,35.12857142857143,19.47901083809548,43.79472892833114,33.120604890381955
73.0,8,2.0790875866069953,1.8331760053119983,1.2705230920950994,1.3214784670605735,33.475,4.869654806156299,38.92929534048798,100.99278425174364
74.0,8,2.079157861863204,1.833226116528459,1.2704746818243269,1.3215945207079933,33.225,4.875073643180018,38.93017856898835,79.56059730730026
75.0,8,2.079228106120217,1.83327620475767,1.270426313905404,1.3217104916990765,32.65,4.8805003354267695,38.931063558469745,86.28749725891839
76.0,8,2.0792983192877674,1.833326269922309,1.270377988345953,1.3218263799430454,33.237500000000004,4.885925411235126,38.93195448541139,81.01496179278939
77.0,7,2.9827640985137776,2.517562151735054,1.8652573779521107,1.69083828376461,35.614285714285714,19.45419022542488,43.795897362002854,30.335620716754192
78.0,8,2.079438651891235,1.8334263306711744,1.27028146428097,1.3220579077720314,33.3875,4.896774394127751,38.93371622058028,90.48842763396225
79.0,8,2.0795087711129674,1.8334763260750762,1.270233265775518,1.3221735471544651,33.712500000000006,4.902193563840213,38.93459826241601,73.19332625232627
80.0,8,2.079578858803053,1.8335262980442615,1.2701851096095678,1.3222891033907918,33.575,4.907621048003012,38.93547638610668,62.14869825774427
81.0,8,2.0796489148122506,1.8335762464560308,1.2701369957665598,1.322404576350553,32.9875,4.913049893722599,38.93635649611006,110.47930818066165
82.0,7,2.982995646678626,2.5177068024877465,1.8650957678650129,1.6912318942076185,35.542857142857144,19.42938565317713,43.79705918770527,28.11040112986375
83.0,8,2.079788931505345,1.833676072358002,1.2700408951114988,1.3226352721300956,33.9375,4.923892637180892,38.93811146668402,65.8355148255692
84.0,8,2.0798588919228336,1.8337259496284244,1.2699929082708836,1.3227504947201227,33.9125,4.929322496479963,38.93899864559016,66.31933270693
85.0,7,2.983132573690199,2.517792104703984,1.8649988816748855,1.6914657117012881,35.199999999999996,19.41452119123888,43.79775791455637,31.52762912455026
86.0,8,2.0799987163677187,1.8338256323615416,1.269897061546064,1.3229806888170665,32.95,4.940169364001042,38.94076179435928,84.68599416530132
87.0,7,2.9832230216372153,2.517848350652988,1.8649343236530498,1.6916206091635064,35.12857142857143,19.40460209063135,43.7982183011245,31.529396847343538
88.0,7,2.983267994119706,2.517876286589081,1.8649020543828125,1.6916977632326604,35.228571428571435,19.399634147378706,43.79844100624239,31.627162251921447
89.0,7,2.983312798735447,2.517904097667431,1.8648697915683137,1.6917747206842866,35.35714285714286,19.3946701581091,43.7986713523026,35.39696355760586
90.0,7,2.9833574353253804,2.5179317837593675,1.8648375351739406,1.6918514813871846,34.885714285714286,19.38969700405832,43.798889734781234,30.09489505091855
91.0,7,2.9834019037290065,2.517959344737371,1.8648052851731163,1.6919280452018826,34.9,19.384748185651524,43.7991248517397,35.013391565803005
92.0,7,2.9834462037892133,2.517986780474586,1.8647730415283372,1.6920044120019089,34.457142857142856,19.379792485622023,43.799351878262364,38.117618533426025
93.0,7,2.983490335362413,2.518014090854873,1.8647408042229598,1.692080581653723,35.1,19.374840655609304,43.79958329768723,36.971338094793246
94.0,7,2.9835342982886184,2.5180412757505803,1.8647085732162687,1.6921565540331538,35.1,19.3698484957719,43.79979436336231,39.62326199465271
95.0,7,2.983578092416545,2.5180683350390285,1.8646763484915703,1.6922323289969285,34.52857142857143,19.364899268575023,43.80002720134758,44.79223592683792
96.0,7,2.9836217175917743,2.518095268596871,1.8646441300097238,1.6923079064254911,34.9,19.35993129679646,43.800246171353656,47.021270232255816
97.0,7,2.9836651736502082,2.5181220762917733,1.8646119177368372,1.6923832861800971,35.42857142857143,19.35496978411667,43.800473507675086,48.96167870733144
98.0,7,2.9837084604492743,2.5181487580095308,1.8645797116525697,1.6924584681340225,35.642857142857146,19.35000023523472,43.800689752908546,44.06402822558111
99.0,7,2.9837515778255925,2.5181753136190967,1.8645475117223214,1.6925334521511641,35.371428571428574,19.345047257392,43.80092011365954,48.92189407926519
100.0,7,2.9837945256261094,2.5182017429965753,1.864515317918526,1.6926082380982808,35.24285714285714,19.340083102590345,43.8011399364897,55.64556086262019
101.0,7,2.983837303693717,2.518228046016671,1.8644831302030924,1.692682825851618,34.82857142857143,19.33512516251088,43.80136224889901,52.23363609589841
102.0,7,2.983879911913229,2.5182542225843565,1.8644509485797824,1.6927572152863184,34.74285714285715,19.33015626512267,43.801582081607194,43.8102786762253
103.0,7,2.983922350076285,2.5182802725357365,1.8644187729777926,1.6928314062571752,35.48571428571429,19.325200077838662,43.801805931682324,45.18542673956658
104.0,7,2.983964618067743,2.5183061957760713,1.8643866033948582,1.6929053986463425,35.25714285714286,19.32024632112521,43.8020318205983,49.37050240748275
105.0,7,2.9840067157167596,2.518331992168211,1.864354439782393,1.6929791923238717,35.01428571428572,19.31528054236584,43.80224585748327,43.093826767417966
106.0,7,2.9840486428698876,2.5183576615904246,1.8643222821222003,1.6930527871492553,35.385714285714286,19.310307157890545,43.80246122219232,49.21399007622837
107.0,7,2.984090399400297,2.518383203938785,1.8642901303947335,1.6931261830099276,35.41428571428571,19.30536110342254,43.80268951166642,67.01047812593164
108.0,7,2.9841319851226498,2.5184086190659203,1.8642579845501837,1.6931993797619942,35.75714285714286,19.300390562878963,43.80290143096344,49.93288737635819
109.0,7,2.984173399907404,2.5184339068661794,1.8642258445727522,1.6932723772861404,35.62857142857143,19.29540271720481,43.803107016717675,45.82065658622709
110.0,7,2.9842146435757146,2.5184590671979117,1.8641937104239892,1.6933451754344169,35.728571428571435,19.2904572915182,43.8033328367247,43.84283467453317
111.0,7,2.984255716016184,2.518484099969137,1.8641615820899726,1.693417774105718,35.7,19.2854981839072,43.80355045820197,48.77175128936604
112.0,7,2.9842966170712812,2.518509005053709,1.864129459544508,1.6934901731616054,35.628571428571426,19.28051314525656,43.80375462840048,44.1013244757705
113.0,7,2.984337346557348,2.518533782306004,1.864097342738946,1.6935623724593631,35.628571428571426,19.275565426559165,43.803976880814254,49.94306379873655
114.0,7,2.9843779043565686,2.5185584316296157,1.8640652316591668,1.6936343718914324,35.42857142857143,19.27059585246236,43.804189368082625,47.2212199514525
115.0,7,2.984418290298896,2.5185829528885284,1.8640331262681358,1.6937061713165418,34.88571428571428,19.26562588348808,43.80439949360368,40.21527064308821
116.0,7,2.9844585042569642,2.518607345979586,1.864001026552397,1.693777770616306,35.385714285714286,19.260656911722737,43.80460819174895,37.66430117324953
117.0,7,2.9844985460723024,2.5186316107759255,1.8639689324748954,1.6938491696630287,35.92857142857143,19.255683452390265,43.80481791413154,45.92155946795168
118.0,7,2.9845384155659747,2.5186557471353206,1.8639368439935007,1.6939203683117248,36.18571428571429,19.25071320216774,43.805025709136636,32.436865011526386
119.0,7,2.9845781126225104,2.5186797549631117,1.8639047611005692,1.6939913664501567,36.57142857142857,19.24575715457591,43.805238909834394,33.318505606677434
120.0,7,2.9846176370971134,2.5187036341425677,1.8638726837675879,1.6940621639562072,36.02857142857143,19.240770215748075,43.80544213604644,29.98665527984133
121.0,7,2.984656988812662,2.5187273845327893,1.8638406119516953,1.694132760687578,35.98571428571428,19.23581955484045,43.805657137687014,36.21874010049072
122.0,7,2.9846961676664643,2.518751006049846,1.8638085456483247,1.694203156544512,36.857142857142854,19.23085839974369,43.80586936661266,37.74498450152138
123.0,7,2.9847351734589473,2.5187744985349894,1.8637764848075404,1.694273351365899,36.642857142857146,19.225906268665035,43.80608523182916,41.40442862676161
124.0,7,2.9847740060869663,2.518797861903082,1.8637444294202694,1.694343345055084,36.24285714285714,19.22092776218629,43.806283919146594,40.30949122921932
125.0,7,2.9848126653609697,2.5188210960049684,1.863712379438433,1.6944131374631177,36.214285714285715,19.21596816234837,43.80649621955637,39.33023687491039
126.0,8,2.3600539039429105,2.0332217654203757,1.3500516554702275,1.5203128871851503,33.275,0.7403046752764643,38.4234051269355,121.8264710037147
127.0,7,2.984889463334024,2.5188671759912187,1.8636482956171971,1.6945521179736824,36.371428571428574,19.20604189797191,43.80691204899042,36.56810059030381
128.0,7,2.9849276017204085,2.5188900216256687,1.8636162617151688,1.6946213058132311,36.4,19.201080284119342,43.80711817464176,38.5924758108852
129.0,7,2.984965566202101,2.5189127375491496,1.863584233130938,1.6946902918861384,36.22857142857143,19.1961051730502,43.80732279311436,32.45992223822554
130.0,7,2.985003356610319,2.5189353236268794,1.8635522098214838,1.6947590760591065,35.98571428571429,19.19114777063424,43.80753359524846,33.240110881863494
131.0,7,2.98504097278935,2.5189577797340656,1.8635201917544417,1.6948276582019368,36.41428571428572,19.186177331079165,43.807731141809214,31.54790494698576
132.0,7,2.9850784146164204,2.5189801057709857,1.8634881789159772,1.6948960382012876,36.114285714285714,19.18120800326917,43.80793629002467,42.8058870885597
133.0,8,2.361148799984796,2.034072123829365,1.3503903956024434,1.5211492972106258,33.2625,0.7376690741280367,38.424333070300364,175.6978853942495
134.0,8,2.083313688107409,1.8361874019526732,1.2676474439148935,1.3284028504281915,33.8125,5.201009520334785,38.98241839258902,50.07032169441241
135.0,7,2.985189692507069,2.519046302275218,1.8633921714942392,1.6950999640789428,35.214285714285715,19.16630892657693,43.808544020268634,38.43919343445096
136.0,7,2.9852264354497704,2.519068106847048,1.8633601792915437,1.6951675342468535,35.92857142857143,19.16134642444422,43.8087471748918,33.92800973752191
137.0,8,2.3617699738635656,2.034554482219435,1.3505830106888883,1.5216233017267224,33.175,0.7360525648288219,38.42482473950801,126.7991408823344
138.0,7,2.985299395942931,2.5191113239038496,1.8632962101350254,1.6953020661572547,35.82857142857143,19.151397751090595,43.80914058165298,32.331734200163524
139.0,7,2.985335613210095,2.5191327361613873,1.8632642331312106,1.6953690276556077,35.81428571428572,19.146431708372937,43.80934172184611,33.06450242665672
140.0,7,2.9853716549545606,2.5191540174084346,1.8632322611395251,1.6954357860072289,34.98571428571429,19.14144973922689,43.809533594134,33.15529066845897
141.0,7,2.98540752104194,2.519175167537367,1.8632002941272559,1.695502341107504,34.24285714285714,19.136490289611608,43.809737996556365,37.328762087428665
142.0,7,2.9854432113420533,2.5191961864430708,1.8631683320862897,1.6955686928284868,35.142857142857146,19.13150383092798,43.809924239887614,29.820468099597576
143.0,7,2.98547872568352,2.519217073988647,1.8631363749740781,1.6956348410328128,35.04285714285714,19.126548734820148,43.81012740389398,30.471024098250435
144.0,7,2.9855140639399265,2.519237830071874,1.8631044227664546,1.6957007856144075,34.41428571428571,19.12158494073176,43.81032834894967,31.5585990838462
145.0,7,2.9855492259510754,2.5192584545657,1.863072475437444,1.695766526432266,33.457142857142856,19.116628345168653,43.810527700502696,38.83149154378934
146.0,7,2.985584211634905,2.5192789473995507,1.8630405329850954,1.6958320634028594,34.871428571428574,19.11163233044709,43.81071364310724,29.6736036896299
147.0,7,2.9856190207734388,2.5192993084038364,1.8630085953398616,1.6958973963697932,34.67142857142857,19.106667977629755,43.81090874333089,27.109109626194392
148.0,7,2.985653653282201,2.519319537507711,1.862976662520581,1.6959625252262343,34.042857142857144,19.101702754437422,43.81110995875072,32.237677304558034
149.0,8,2.3636138047070134,2.035985910232244,1.3511566709041336,1.5230279962415256,32.075,0.731333704531183,38.42630974893604,130.9743581165106
150.0,7,2.985722387716333,2.5193595994605684,1.8629128111581976,1.6960921700829756,33.971428571428575,19.09178470006835,43.81150349037232,28.820543818916715
151.0,7,2.985756489409812,2.5193794321211698,1.8628808925928153,1.696156685865956,34.457142857142856,19.08681980410099,43.811697509750175,37.961925108624506
152.0,7,2.9857904138895006,2.5193991324128304,1.8628489787352178,1.6962209970483442,34.300000000000004,19.081850175375774,43.811889130940145,43.744946868565314
153.0,7,2.9858241609797243,2.519418700196569,1.8628170695276718,1.6962851035060431,34.128571428571426,19.076870952785075,43.81207714419786,25.307258492291325
154.0,7,2.9858577305755456,2.5194381353855837,1.8627851649824403,1.696349005115554,34.385714285714286,19.071909801179647,43.81227027146974,38.7003962998977
155.0,7,2.98589112255737,2.5194574378833154,1.8627532650662981,1.6964127017888087,33.85714285714286,19.06694021519344,43.8124612219363,34.96215755595818
156.0,7,2.9859243367418506,2.5194766075452115,1.8627213697449927,1.6964761933675543,34.44285714285714,19.061972400716773,43.81265390397456,43.77132500223781
157.0,7,2.985957373016565,2.5194956442783734,1.862689479008135,1.6965394797440163,34.971428571428575,19.05701256311958,43.81284669806849,41.98376542681972
158.0,7,2.9859902312584716,2.5195145479839147,1.8626575928314306,1.696602560816767,34.371428571428574,19.05203036707405,43.813027812109276,45.49051588541576
159.0,7,2.986022911281222,2.519533318514528,1.8626257111685622,1.696665436436612,34.885714285714286,19.04706054613114,43.81321933687246,35.33718689941737
160.0,7,2.9860554129863646,2.5195519557893675,1.8625938340173989,1.696728106504514,34.114285714285714,19.042086198408075,43.813405581397184,36.76150630450292
161.0,7,2.986087736214157,2.519570459680588,1.8625619613350735,1.6967905708963302,33.91428571428572,19.03712902293565,43.81359528543732,40.15218152293316
162.0,7,2.9861198808335656,2.519588830083775,1.8625300931065714,1.6968528294921024,34.542857142857144,19.03215737538808,43.81378372184564,32.71848617606043
163.0,7,2.986151846705923,2.5196070668866226,1.862498229304757,1.6969148821734268,34.84285714285715,19.027174143857284,43.81396193722433,33.55478409151016
164.0,7,2.9861836337005294,2.519625169983862,1.862466369921512,1.696976728811445,34.72857142857142,19.022213906238232,43.814151075350786,34.17012758236479
165.0,7,2.9862152416914514,2.519643139273955,1.8624345149065902,1.6970383693290396,34.028571428571425,19.01724155153656,43.81433618732671,33.32800277763107
166.0,7,2.9862466705180615,2.519660974629772,1.862402664250664,1.6970998035661553,33.357142857142854,19.012273852110766,43.81452163643759,37.55759906301675
167.0,7,2.9862779200583294,2.519678675951231,1.8623708179272613,1.697161031421677,34.457142857142856,19.00729005601919,43.814700522545095,35.1123372890962
168.0,7,2.9863089901634905,2.5196962431212566,1.8623389759067819,1.6972220527726634,34.85714285714286,19.00232894092036,43.81488727281981,36.25066849128031
169.0,7,2.9863398807270674,2.5197136760514036,1.8623071381836445,1.697282867512284,34.285714285714285,18.9973488456802,43.815067963103374,30.68460602986074
170.0,7,2.9863705915649823,2.519730974596633,1.862275304707514,1.6973434754987673,34.27142857142858,18.992386970710864,43.81525440736932,32.780530570059696
171.0,7,2.986401122590477,2.519748138685018,1.8622434754687893,1.6974038766541504,34.457142857142856,18.987411767274374,43.81543464113616,32.67787347657454
172.0,7,2.986431473620636,2.519765168172451,1.8622116504355868,1.6974640708177324,34.44285714285714,18.982446486997173,43.81561584363181,36.91472919060006
173.0,7,2.9864616445833723,2.5197820629978738,1.8621798296090906,1.6975240579157866,34.885714285714286,18.977474681874067,43.815799404062325,33.07795073684809
174.0,7,2.986491635288656,2.5197988230108126,1.8621480129381203,1.6975838377992665,34.614285714285714,18.97249270888482,43.815973823617426,34.532231474135465
175.0,7,2.9865214456388096,2.5198154481318995,1.8621162004160305,1.6976434103757865,34.57142857142857,18.96751103120687,43.816147881321264,39.58341104408815
176.0,7,2.986551075468143,2.519831938228907,1.8620843920018593,1.6977027755121084,34.457142857142856,18.96254149187302,43.8163279615323,38.94266059251634
177.0,7,2.986580524646953,2.5198482931979633,1.8620525876787897,1.6977619330905651,35.285714285714285,18.95757785817712,43.81650691661686,41.84390339092325
178.0,7,2.986609793080359,2.519864512960545,1.8620207874425574,1.697820883017311,35.285714285714285,18.952614804858896,43.81669281950627,40.63790701300929
179.0,7,2.986638880586134,2.519880597373342,1.8619889912352654,1.697879625161133,35.17142857142857,18.94764191627078,43.81686618318942,38.97258208499149
180.0,7,2.9866677870762537,2.519896546362725,1.8619571990708874,1.6979381594153786,35.1,18.942654768740013,43.8170355001189,29.87994958393943
181.0,7,2.9866965123958793,2.5199123598059283,1.8619254109056065,1.6979964856638166,35.12857142857143,18.937687728939625,43.817215750041164,40.07280105628777
182.0,7,2.9867250563990733,2.5199280375871944,1.8618936267042765,1.6980546037910695,35.51428571428571,18.932712879603496,43.817387346580624,37.64932299239533
183.0,7,2.9867534189853404,2.519943579623597,1.8618618464752674,1.698112513682735,35.41428571428572,18.92773517124801,43.81755868349706,34.21107186314388
184.0,7,2.986781599987285,2.5199589857824622,1.8618300701696,1.6981702152134333,35.81428571428571,18.922767577668623,43.81773270873593,34.4321313216274
185.0,7,2.9868095993091517,2.5199742559854656,1.8617982977860361,1.698227708286059,35.49999999999999,18.91779108383945,43.817905780871946,36.29380696988871
186.0,7,2.9868374168010194,2.5199893901130084,1.8617665292845715,1.6982849927847246,35.18571428571428,18.912811575287087,43.818075370447175,35.11089182110105
187.0,7,2.9868650523374454,2.5200043880643364,1.8617347646490017,1.6983420685953807,35.68571428571428,18.90782747147085,43.81824165523171,31.61456896294957
188.0,7,2.9868925057819213,2.5200192497297906,1.8617030038619633,1.6983989355920004,35.9,18.9028699495926,43.81841992958198,32.663652941615936
189.0,7,2.9869197770116758,2.520033975010513,1.8616712468933643,1.6984555936785017,36.08571428571428,18.897911574962432,43.81860031083645,46.71262297135642
190.0,7,2.9869468658982807,2.5200485638039583,1.861639493733886,1.6985120427305285,35.6,18.892933248062047,43.818769301049024,46.73767435204074
191.0,7,2.986973772293523,2.5200630159914685,1.861607744342637,1.6985682826343882,35.84285714285714,18.887963629940387,43.81894100141961,47.04316123299905
