satellite_id,type,t,x,y,z,azimuth_deg,elevation_deg,mask_angle_deg,visible,visibility_reason,true_range_m,pseudorange_m,cn0_db_hz,doppler_hz,is_spoofed,attack_type,pr_delta,pr_roll_mean,pr_roll_std,pr_zscore,cn0_delta,cn0_roll_slope,residual_m,constellation_median_residual,spatial_deviation,temporal_prob
IRNSS-1B,GSO,90.0,24212564.703756385,34518641.46740585,134155.54814931197,216.75336094598833,43.70460787674071,20.223024654114276,True,visible,37496414.521797456,37496415.99883359,48.64529248474262,472.87479116224205,False,none,-1.2306056544184685,2.562120236456394,1.0927231497724508,-0.9930091654723396,2.0432835329508734,0.0035584273460633692,1.4770361334085464,2.909478470683098,1.4324423372745514,0.0024025974025974027
IRNSS-1D,GSO,90.0,3616787.105392764,40775283.85560593,-10104354.18663794,170.44690926045268,34.31598017731687,9.191638547448857,True,visible,38225272.616179824,38225274.09231324,47.8419538242084,659.8554848075261,False,none,-0.18794704973697662,1.963647922500968,3.603093714327316,-0.13530442101729862,0.4643741764992697,0.017896468620678944,1.4761334136128426,2.909478470683098,1.4333450570702553,0.009315615730346727
IRNSS-1G,GSO,90.0,5854526.976747285,40455897.744908124,10336718.412149793,168.21740982707396,66.20934878303103,8.835414241651627,True,visible,36245545.403732724,36245550.14697799,48.63690948230327,319.2681905104185,False,none,1.9053839072585106,3.194108035415411,1.0560262276924424,1.4669495797917687,0.41750303692974455,-0.0035551655349447594,4.743245266377926,2.909478470683098,1.833766795694828,0.004423076923076923
IRNSS-1I,GSO,90.0,34239496.80845977,13697529.168231858,-20441072.598787725,226.89214897034557,-0.93971247190961,22.529534478660366,False,below_min_elevation,41770370.081622936,,,,False,none,,,,,,,,,,
IRNSS-1C,GEO,120.0,5138496.715655221,41849716.217714064,0.0,170.39427593050223,49.90331510903969,9.182977482921409,True,visible,37075917.91296466,37075919.36895462,47.19412817807587,-0.26065249330398327,False,none,1.5256135761737823,0.21439115107059478,1.883341940471483,0.6592529941349542,-1.4457999611307173,-0.004218259810580892,1.4559899643063545,3.089735548943281,1.6337455846369267,0.007062358904228532
IRNSS-1E,GEO,120.0,-15624185.928453939,39162325.136195645,0.0,129.55929330443763,36.21284042057718,5.556556163583649,True,visible,38073610.786792606,38073615.60873873,47.10940529310954,1.0842105557368866,False,none,0.4800253137946129,3.352085816860199,1.3533374905349842,1.086100337256612,-0.7483845434590819,0.0013358629325592264,4.821946121752262,3.089735548943281,1.732210572808981,0.006177184466019417
IRNSS-1F,GEO,120.0,35560755.68718504,22654702.62343641,0.0,240.78498794869253,28.100698406573446,24.585025116984824,True,visible,38776652.95276191,38776652.68195368,46.73982410095849,0.0036178978765903183,False,none,-7.127602107822895,3.1944860190153124,2.553901337191111,-1.3568630063786407,-0.4282939827007297,0.004347556874384261,-0.27080822736024857,3.089735548943281,3.3605437763035297,0.011163257206267364
IRNSS-1B,GSO,120.0,24221935.095065065,34511864.05682697,178873.0654655801,216.82146441580443,43.754903212051,20.240038027930282,True,visible,37492814.83111257,37492819.554593705,47.56896100661627,472.6482852324583,False,none,3.2464450001716614,2.994392415881157,1.3527117568276106,1.2782388479820137,-1.0763314781263489,0.0014800445458216852,4.723481133580208,3.089735548943281,1.6337455846369267,0.0024271844660194177
IRNSS-1D,GSO,120.0,3624084.649831302,40784255.445828445,-10065456.481465222,170.4482623249134,34.37632618787143,9.191861361303346,True,visible,38220218.315418154,38220223.63921829,47.02639375564143,662.3751997776518,False,none,3.8476667255163193,2.6356783658266068,3.4633564384063953,0.7761608777811644,-0.8155600685669739,0.009507822391248632,5.323800139129162,3.089735548943281,2.2340645901858807,0.0057862039656408435
IRNSS-1G,GSO,120.0,5859252.95967393,40445342.69865034,10375273.71895719,168.21411187348585,66.27285023487617,8.834903416251816,True,visible,36243111.06529281,36243112.30792807,48.97308298120099,316.09174049316164,False,none,-3.5006100088357925,2.8038134798407555,1.2641371546382287,-1.2349753478651617,0.33617349889772186,0.00016055571732034494,1.2426352575421333,3.089735548943281,1.8471002914011478,0.0021478696741854637
IRNSS-1I,GSO,120.0,34235376.08939708,13708335.74476046,-20440730.200422402,226.8810447209162,-0.9285017513886548,22.527312852725625,False,below_min_elevation,41769117.34579653,,,,False,none,,,,,,,,,,
IRNSS-1C,GEO,150.0,5138496.145735364,41849716.28769141,0.0,170.39427456600185,49.90331498709048,9.18297725854435,True,visible,37075917.92070241,37075918.80513878,47.51855601036346,0.7752616927591248,False,none,-0.5715535953640938,0.3260653540492058,1.7065779377035675,0.3271875268963216,0.32442783228759,-0.005036915839195845,0.8844363689422607,3.181150157004595,2.296713788062334,0.00833187610213625
IRNSS-1E,GEO,150.0,-15624186.461776236,39162324.9234216,0.0,129.55929247975357,36.21283987341108,5.556556136284768,True,visible,38073610.83157628,38073613.188582614,47.611373826018934,-0.1379014354983511,False,none,-2.4649397879838943,3.186239236344894,1.2768118186489894,-0.6494558481248615,0.5019685329093946,0.0016425198223562157,2.3570063337683678,3.181150157004595,0.824143823236227,0.0036913084237310836
IRNSS-1F,GEO,150.0,35560755.37866766,22654703.107711643,0.0,240.7849872835041,28.10069901387605,24.585025057700523,True,visible,38776652.89733208,38776656.98083692,46.51604842175224,-0.1294716728619194,False,none,4.354313068091869,3.342655822634697,2.3129322031380157,0.3203072779616257,-0.2237756792062484,0.0019946617087156547,4.083504840731621,3.181150157004595,0.902354683727026,0.006552346243824861
IRNSS-1B,GSO,150.0,24231275.742337774,34505045.711212926,223589.72673070565,216.88969333450447,43.80515903708534,20.25706676620845,True,visible,37489221.41590676,37489226.29341723,47.86542411671694,466.7239762994354,False,none,0.15402933955192566,3.3082454254229865,1.4334871981425206,1.0947185644507773,0.2964631101006674,0.0020865150492102315,4.8775104731321335,3.181150157004595,1.6963603161275387,0.0030945558739255015
IRNSS-1D,GSO,150.0,3631421.3771956624,40793195.01913193,-10026510.60500691,170.4496827524729,34.43674855065996,9.192095276740263,True,visible,38215162.015038714,38215164.190346815,47.212108198696946,660.8250217138739,False,none,-3.1484920382499695,2.558949988335371,3.1034164591680975,-0.12361920886345296,0.18571444305551665,0.006637160474830944,2.1753081008791924,3.181150157004595,1.0058420561254025,0.0135450421826051
IRNSS-1G,GSO,150.0,5863932.715992222,40434767.073630184,10413779.371754924,168.21065929869292,66.33628021900928,8.834368692150392,True,visible,36240685.82663707,36240689.83193105,49.76212576903376,317.1879027799041,False,none,2.7626587226986885,3.004060229907433,1.2324880372900455,0.8123679257243493,0.7890427878327699,0.004956600438506486,4.005293980240822,3.181150157004595,0.824143823236227,0.005602597402597402
IRNSS-1I,GSO,150.0,34231302.68926255,13719160.246238718,-20440289.97676183,226.87004509732122,-0.9171838774301189,22.525111384775624,False,below_min_elevation,41767852.72462054,,,,False,none,,,,,,,,,,
IRNSS-1C,GEO,180.0,5138495.575815507,41849716.35766871,0.0,170.3942732015015,49.90331486514127,9.182977034167305,True,visible,37075917.928440146,37075921.19884081,48.23356595677009,0.6483511555242341,False,none,2.385964296758175,0.7466846842850957,1.9145368181339375,1.3181861834734303,0.7150099464066315,-0.0022360164866208634,3.2704006657004356,2.2780125215649605,0.9923881441354752,0.0
IRNSS-1E,GEO,180.0,-15624186.995098526,39162324.71064753,0.0,129.55929165506956,36.21283932624497,5.556556108985888,True,visible,38073610.87635995,38073613.11145461,46.65247485633607,-2.204594830753664,False,none,-0.1219116672873497,3.0503614406500543,1.2197457840639048,-0.6683907292983297,-0.9588989696828634,-0.0018485833039790904,2.235094666481018,2.2780125215649605,0.04291785508394241,0.0039892399267399264
IRNSS-1F,GEO,180.0,35560755.07015026,22654703.59198686,0.0,240.78498661831568,28.100699621178638,24.58502499841622,True,visible,38776652.84190224,38776655.16283262,47.95939763057367,-2.6349692661162885,False,none,-1.762574464082718,3.1966950446367264,2.146433783726814,-0.40800917066598213,1.4433492088214308,0.006095446855119702,2.320930376648903,2.2780125215649605,0.04291785508394241,0.01612790569806464
IRNSS-1B,GSO,180.0,24240586.466757417,34498186.56109365,268305.31793958467,216.95804747388692,43.85537512936051,20.274110627409332,True,visible,37485634.28576996,37485636.14264435,47.13012446412433,470.5395939320662,False,none,-3.0206360816955566,3.1009067062820708,1.418918614256545,-0.8767467720460597,-0.7352996525926088,-0.0005465137141116414,1.8568743914365768,2.2780125215649605,0.42113813012838364,0.013454130505814961
IRNSS-1D,GSO,180.0,3638797.147028205,40802102.40438702,-9987516.743650278,170.45117055715033,34.49724698838129,9.192340297331256,True,visible,38210103.75892843,38210107.76019957,47.22061655948632,658.5662648860484,False,none,1.8259630352258682,2.7649958665881837,2.884992043919304,0.4285194727391271,0.008508360789370784,0.004931186742340496,4.001271136105061,2.2780125215649605,1.7232586145401,0.009903851024464371
IRNSS-1G,GSO,180.0,5868566.156106997,40424171.072298445,10452235.18626255,168.2070506170899,66.39963837254359,8.833809846280325,True,visible,36238269.68167685,36238270.50970862,49.093645581295036,317.54957922691716,False,none,-3.177262209355831,2.693199021475656,1.3936636866210628,-1.3383194729804309,-0.668480187738723,0.0037509799785947367,0.8280317708849907,2.2780125215649605,1.4499807506799698,0.011222488452350285
IRNSS-1I,GSO,180.0,34227276.68602968,13730002.465462038,-20439751.929912824,226.8591503137803,-0.9057590430515806,22.522930140057277,False,below_min_elevation,41766576.24068498,,,,False,none,,,,,,,,,,
IRNSS-1C,GEO,210.0,5138495.005895649,41849716.427646026,0.0,170.39427183700116,49.90331474319203,9.182976809790269,True,visible,37075917.93617789,37075921.030058146,48.01152445040646,2.2331994710040073,False,none,-0.17652040719985962,1.0400841310620308,1.9571615214972924,1.0493748752363188,-0.22204150636363096,-0.0014994223446176142,3.093880258500576,2.980946697294712,0.11293356120586395,0.009646902117750364
IRNSS-1E,GEO,210.0,-15624187.528420813,39162324.49787346,0.0,129.55929083038555,36.21283877907885,5.556556081687011,True,visible,38073610.921143614,38073617.02660121,47.58693037928305,-3.0518966891929105,False,none,3.8703629299998283,3.4322484601289034,1.5626712305102344,1.7106663795679544,0.9344555229469762,-0.0005534512119901187,6.105457596480846,2.980946697294712,3.1245108991861343,0.001982236970525083
IRNSS-1F,GEO,210.0,35560754.76163287,22654704.076262075,0.0,240.78498595312726,28.10070022848123,24.58502493913191,True,visible,38776652.7864724,38776654.06059041,45.913427213683136,4.034615559157218,False,none,-1.0468123704195023,2.9563729148358107,2.1002493929319623,-0.8009786429496217,-2.0459704168905333,0.001612902270165441,1.2741180062294006,2.980946697294712,1.7068286910653114,0.015499294674069764
IRNSS-1B,GSO,210.0,24249867.090079725,34491286.73778025,313019.62509223446,217.02652660380997,43.90555126722182,20.291169368505567,True,visible,37482053.45016723,37482061.89243504,47.110602350298954,469.6404150647304,False,none,6.585393413901329,3.76857684366405,2.300430124221986,2.0316596068113633,-0.019522113825374277,-0.001652294316612481,8.442267805337906,2.980946697294712,5.461321108043194,0.010927346243824862
IRNSS-1D,GSO,210.0,3646211.818123861,40810977.431080505,-9948475.084012238,170.45272575234785,34.55782122350715,9.192596426606634,True,visible,38205043.59095758,38205044.771423824,45.929859367308126,663.751997520505,False,none,-2.8208048939704895,2.566929663531482,2.7291015508847503,-0.508029252684801,-1.2907571921781908,0.0002239954803348896,1.180466242134571,2.980946697294712,1.800480455160141,0.008777071434953956
IRNSS-1G,GSO,210.0,5873153.191309743,40413554.89749599,10490640.97843814,168.20328433308697,66.4629243320443,8.833226654438727,True,visible,36235862.62420822,36235865.492221355,49.19407696494514,316.20466770010165,False,none,2.0399813652038574,2.7150507858023047,1.2917613007203863,0.11841378914296294,0.10043138365010407,0.0032150325211099274,2.868013136088848,2.980946697294712,0.11293356120586395,0.0008035714285714287
IRNSS-1I,GSO,210.0,34223298.15676476,13740862.194886656,-20439116.06245037,226.84836058386233,-0.8942274420742921,22.520769183516595,False,below_min_elevation,41765287.916679144,,,,False,none,,,,,,,,,,
IRNSS-1C,GEO,240.0,5138494.43597579,41849716.497623324,0.0,170.39427047250084,49.90331462124277,9.182976585413245,True,visible,37075917.94391563,37075922.18097007,48.16124515921794,2.2959784452526466,False,none,1.143174186348915,1.7175821252167225,2.014950188607839,1.2503893812747362,0.14972070881147914,7.835911973948311e-06,4.237054444849491,3.362128369510174,0.8749260753393173,0.010375875655589568
IRNSS-1E,GEO,240.0,-15624188.061743101,39162324.28509938,0.0,129.55929000570154,36.21283823191272,5.5565560543881345,True,visible,38073610.96592728,38073613.4196601,46.91702126974419,4.217833846704853,False,none,-3.6517247781157494,3.3206005729734898,1.6010745871366043,-0.5414287139231392,-0.6699091095388567,-0.0023246166170205005,2.453732818365097,3.362128369510174,0.9083955511450768,0.010958075278990504
IRNSS-1F,GEO,240.0,35560754.45311546,22654704.560537286,0.0,240.7849852879388,28.10070083578382,24.58502487984759,True,visible,38776652.73104257,38776657.8647892,46.904593246803216,1.0786489173926048,False,none,3.8596286252141,3.153318622149527,2.234336432575053,0.8863607021846516,0.9911660331200807,0.0015443982002334017,5.1337466314435005,3.362128369510174,1.7716182619333267,0.004024112157582562
IRNSS-1B,GSO,240.0,24259117.434636667,34484346.3733624,357732.43419481727,217.09513049218447,43.95568722984717,20.308242744982792,True,visible,37478478.918438695,37478479.82156223,47.3933412704418,470.3644270274819,False,none,-7.539144270122051,3.3793003978207707,2.5065771789010864,-0.9878717812672745,0.2827389201428474,0.00020202616900089114,0.9031235352158546,3.362128369510174,2.459004834294319,0.01410355371867039
IRNSS-1D,GSO,240.0,3653665.248532887,40819819.929318614,-9909385.812938455,170.45434835085064,34.61847097828338,9.192863668055404,True,visible,38199981.55497916,38199984.15961667,47.53504190206452,662.0780992782807,False,none,1.424171268939972,3.1449388647451997,2.015294406325951,-0.268100458163664,1.6051825347563948,0.0005639345471095767,2.604637511074543,3.362128369510174,0.7574908584356308,0.006591293404009091
IRNSS-1G,GSO,240.0,5877693.733780283,40402918.75244988,10528996.56447916,168.1993589410514,66.52613773352188,8.832618891288789,True,visible,36233464.64791231,36233468.76753154,49.493036823526054,316.2972972058522,False,none,1.2516060918569565,2.9342541499063373,1.3704587647052153,0.8649403459391487,0.2989598585809148,0.003573159470790574,4.119619227945805,3.362128369510174,0.7574908584356308,0.0
IRNSS-1I,GSO,240.0,34219367.17762519,13751739.226633606,-20438382.37741761,226.83767612048138,-0.8825892691200018,22.518628579796648,False,below_min_elevation,41763987.77539112,,,,False,none,,,,,,,,,,
IRNSS-1C,GEO,270.0,5138493.866055927,41849716.567600615,0.0,170.3942691080005,49.903314499293494,9.182976361036225,True,visible,37075917.95165337,37075921.913874604,47.7431237655751,-1.745782368495641,False,none,-0.27483320981264114,1.8719416046515107,2.1463702885831935,0.9738672033916015,-0.41812139364284207,-0.0019200196389586918,3.96222123503685,3.6723476462066174,0.2898735888302326,0.008242001416238655
IRNSS-1E,GEO,270.0,-15624188.595065381,39162324.07232529,0.0,129.55928918101756,36.2128376847466,5.55655602708926,True,visible,38073611.01071095,38073613.68218336,46.61091039662297,0.6444634818267183,False,none,0.21773959696292877,3.2931841565296054,1.6113307547855735,-0.385837444829453,-0.3061108731212201,-0.004766508082235736,2.671472415328026,3.6723476462066174,1.0008752308785915,0.005703381963272407
IRNSS-1F,GEO,270.0,35560754.14459805,22654705.044812486,0.0,240.78498462275036,28.1007014430864,24.58502482056327,True,visible,38776652.67561273,38776651.585687764,46.106148606337634,0.4250641423707718,False,none,-6.223671600222588,2.707255743443966,2.696661419246491,-1.4081043638337334,-0.7984446404655827,-0.0015798560625490292,-1.089924968779087,3.6723476462066174,4.762272614985704,0.012030050279081377
IRNSS-1B,GSO,270.0,24268337.323339835,34477365.60070587,402443.53126066487,217.16385890496719,44.00578279725117,20.325330510840736,True,visible,37474910.6997997,37474915.297002114,48.07479823883449,468.64933447506354,False,none,3.694078877568245,3.6981422090902925,2.4748467826377833,0.3632791371171493,0.6814569683926877,0.000769600522321647,4.5972024127841,3.6723476462066174,0.9248547665774822,0.010357632537069415
IRNSS-1D,GSO,270.0,3661157.295563568,40828629.72983031,-9870249.11750246,170.4560383648268,34.67919597473097,9.193142025125251,True,visible,38194917.69482833,38194922.42394155,47.714942953026494,661.7685667136564,False,none,2.124475710093975,2.8943512784317136,1.583716785238766,1.158516446777566,0.1799010509619734,-0.0009738536816303423,4.729113221168518,3.6723476462066174,1.0567655749619007,0.0010779816513761468
IRNSS-1G,GSO,270.0,5882187.696588423,40392262.840769425,10567301.760823354,168.1952729252486,66.58927821242561,8.831986330361847,True,visible,36231075.74635568,36231079.12882974,49.01219784374191,315.32189584292945,False,none,-0.7371451705694199,3.0033967569470406,1.3783399777256924,0.27502452700736035,-0.4808389797841457,0.0038986818484867186,3.3824740573763847,3.6723476462066174,0.2898735888302326,0.0
IRNSS-1I,GSO,270.0,34215483.82385814,13762633.352492707,-20437550.878325805,226.82709713589315,-0.8708447196076479,22.516508393235586,False,below_min_elevation,41762675.83970745,,,,False,none,,,,,,,,,,
IRNSS-1C,GEO,300.0,5138493.296136065,41849716.6375779,0.0,170.39426774350017,49.903314377344216,9.182976136659217,True,visible,37075917.95939111,37075922.67650535,48.609344708185134,0.4761400681928872,False,none,0.7548930048942566,2.693934195674956,1.7328481968751048,1.1675460365798975,0.8662209426100347,0.0016813174049783723,4.717114239931107,1.2653786577284336,3.451735582202673,0.0030945558739255015
IRNSS-1E,GEO,300.0,-15624189.12838766,39162323.85955119,0.0,129.55928835633355,36.21283713758046,5.556555999790386,True,visible,38073611.055494614,38073614.65254729,47.110464752962486,-1.6539963634560535,False,none,0.9255802631378174,3.5729604298248887,1.4091115695623964,0.01709747415418384,0.49955435633951595,-0.0035207746879179634,3.597052678465843,1.2653786577284336,2.3316740207374096,0.0032720588235294118
IRNSS-1F,GEO,300.0,35560753.83608063,22654705.529087692,0.0,240.78498395756188,28.100702050388985,24.58502476127894,True,visible,38776652.6201829,38776649.30714805,46.55191935579505,-1.241683969891348,False,none,-2.2231098860502243,1.874415710568428,3.405585381210815,-1.523218473398956,0.44577074945741657,-0.003318295440432905,-3.3130348548293114,1.2653786577284336,4.578413512557745,0.008280373266110919
IRNSS-1B,GSO,300.0,24277526.57968384,34470344.55345,447152.7023113026,217.23271160615394,44.05583775028928,20.342432418594406,True,visible,37471348.803340875,37471349.32427128,47.49861126442007,468.62532468684816,False,none,-4.076272010803223,3.424803285859525,2.709505401091741,-1.071735410716875,-0.5761869744144192,-0.0027513305689751653,0.5209304019808769,1.2653786577284336,0.7444482557475567,0.012932985215814376
IRNSS-1D,GSO,300.0,3668687.8157849424,40837406.66397046,-9831065.185004741,170.45779580582763,34.73999593464722,9.193431501222609,True,visible,38189852.0543218,38189852.57194842,48.017693420477656,663.1846294578514,False,none,-4.211486607789993,2.751044547185302,1.7536928910239165,-1.2735513414225947,0.30275046745116185,0.0017265742375930642,0.5176266133785248,1.2653786577284336,0.7477520443499088,0.007828619613565338
IRNSS-1G,GSO,300.0,5886634.993695674,40381587.366442405,10605556.38414963,168.19102475978346,66.65234540363676,8.831328744059695,True,visible,36228695.912990786,36228697.9228177,48.35459231563087,312.7024923629899,False,none,-1.3726471439003944,2.8998924512416124,1.4229155980843733,-0.62552237038085,-0.6576055281110413,-0.0009870957566965304,2.0098269134759903,1.2653786577284336,0.7444482557475567,0.006398109354463071
IRNSS-1I,GSO,300.0,34211648.16979916,13773544.363926545,-20436621.56915436,226.81662384169138,-0.8589939897501085,22.514408687864695,False,below_min_elevation,41761352.13261285,,,,False,none,,,,,,,,,,
