t,Svid,satellite_id,x,y,z,solved_x,solved_y,solved_z,pseudorange_m,predicted_range_m,residual_m,abs_residual_m,cn0_db_hz,elevation_deg,azimuth_deg
1.0,25,GPS_25_GPS_L1,-18551220.164407447,12095136.865066504,14220947.416322934,-2693888.510875206,-4297477.185162242,3854211.002778468,25052798.344793554,25052784.0057304,14.33906315267086,14.33906315267086,16.3,4.479928644394804,297.5586391322777
1.0,28,GPS_28_GPS_L1,11667086.32939905,-23289276.794852063,6145896.417597059,-2693888.510875206,-4297477.185162242,3854211.002778468,23920251.27329838,23920239.815229632,11.458068747073412,11.458068747073412,35.9,19.830908491415187,98.49127313442638
1.0,6,GPS_6_GPS_L1,-5062681.187177772,-23692418.87161334,10882748.136061402,-2693888.510875206,-4297477.185162242,3854211.002778468,20764774.993369587,20764760.436809286,14.556560300290585,14.556560300290585,40.1,61.926367386656445,121.92101312510552
2.0,12,GPS_12_GPS_L1,-17296664.396553677,1640665.479423914,19804348.905677505,-2693891.709380805,-4297482.415723402,3854204.421724311,22425666.227255747,22425647.808633465,18.41862228140235,18.41862228140235,32.0,31.91476133117374,305.3471742191446
2.0,17,GPS_17_GPS_L1,7922228.786635818,-13889182.984559532,21620990.58915975,-2693891.709380805,-4297482.415723402,3854204.421724311,22811446.296875324,22811431.890776403,14.406098920851946,14.406098920851946,29.4,34.047104113860414,48.19603197892531
2.0,19,GPS_19_GPS_L1,-842691.8349671904,-14728438.68373098,21787581.499182902,-2693891.709380805,-4297482.415723402,3854204.421724311,20828788.8183762,20828773.440662146,15.377714052796364,15.377714052796364,31.5,55.35189800370345,36.891849060308
2.0,24,GPS_24_GPS_L1,-19549278.02624529,-9153080.246778771,15511788.270640578,-2693891.709380805,-4297482.415723402,3854204.421724311,21061353.49621634,21061342.2977313,11.198485042899847,11.198485042899847,39.2,56.00269809028123,276.4337907174356
2.0,28,GPS_28_GPS_L1,11667657.562994942,-23289728.45592477,6142819.046237202,-2693891.709380805,-4297482.415723402,3854204.421724311,23920659.59018665,23920645.14292947,14.447257183492184,14.447257183492184,35.9,19.82595360230115,98.4972248391072
2.0,6,GPS_6_GPS_L1,-5061833.795384509,-23691321.35542468,10885549.36943005,-2693891.709380805,-4297482.415723402,3854204.421724311,20764602.610383444,20764584.039064404,18.57131903991103,18.57131903991103,39.8,61.93084009992588,121.90518546557291
3.0,12,GPS_12_GPS_L1,-17295302.09481075,1638486.9274175186,19805718.262729563,-2693902.088166158,-4297511.452913182,3854202.2117659114,22425182.659986,22425160.495512187,22.164473813027143,22.164473813027143,30.8,31.920739457577103,305.35217892725115
3.0,17,GPS_17_GPS_L1,7924861.089288986,-13888960.698763872,21620147.78726252,-2693902.088166158,-4297511.452913182,3854202.2117659114,22811906.48144768,22811901.548229482,4.933218199759722,4.933218199759722,27.3,34.04094855056827,48.19965168709961
3.0,19,GPS_19_GPS_L1,-839874.1676898,-14728145.6780124,21787882.36988415,-2693902.088166158,-4297511.452913182,3854202.2117659114,20829152.167536728,20829124.654708866,27.51282786205411,27.51282786205411,32.5,55.34466071865128,36.89673342664155
3.0,24,GPS_24_GPS_L1,-19550175.340037,-9154879.349273875,15509659.403977046,-2693902.088166158,-4297511.452913182,3854202.2117659114,21061303.131104574,21061283.274810158,19.85629441589117,19.85629441589117,39.4,56.004316830050136,276.419801569737
3.0,25,GPS_25_GPS_L1,-18549724.40124148,12091706.801884092,14225786.134752825,-2693902.088166158,-4297511.452913182,3854202.2117659114,25051644.143674564,25051613.307305343,30.8363692201674,30.8363692201674,16.7,4.490740980238545,297.56712596255966
3.0,28,GPS_28_GPS_L1,11668228.550139485,-23290179.83982073,6139741.5470684925,-2693902.088166158,-4297511.452913182,3854202.2117659114,23921064.01016261,23921035.49138311,28.51877950131893,28.51877950131893,35.7,19.821004180592016,98.50324742652644
3.0,2,GPS_2_GPS_L1,-13522227.3174961,-22858760.82290943,1907351.852846741,-2693902.088166158,-4297511.452913182,3854202.2117659114,21576910.30734036,21576905.055344548,5.25199581310153,5.25199581310153,21.6,47.37285083242558,177.3176947842315
3.0,6,GPS_6_GPS_L1,-5060986.16272755,-23690223.584756125,10888350.371148396,-2693902.088166158,-4297511.452913182,3854202.2117659114,20764430.527579658,20764383.23602978,47.29154987633228,47.29154987633228,39.2,61.93527905966033,121.88957332795783
4.0,12,GPS_12_GPS_L1,-17293939.825780056,1636308.1496492252,19807087.188090343,-2693899.717351717,-4297485.319925905,3854202.379283192,22424687.40078627,22424665.21110981,22.189676459878683,22.189676459878683,33.2,31.926695101703626,305.35720267932123
4.0,17,GPS_17_GPS_L1,7927493.303649914,-13888738.58611934,21619304.54234757,-2693899.717351717,-4297485.319925905,3854202.379283192,22812415.83195896,22812386.630665433,29.201293528079987,29.201293528079987,27.6,34.03475699998883,48.203251466958335
4.0,19,GPS_19_GPS_L1,-837056.4437702757,-14727852.839359924,21788182.76386943,-2693899.717351717,-4297485.319925905,3854202.379283192,20829514.017710835,20829500.377297405,13.64041342958808,13.64041342958808,32.5,55.33738480084187,36.901591544945255
4.0,24,GPS_24_GPS_L1,-19551072.60524994,-9156678.175265484,15507530.208161565,-2693899.717351717,-4297485.319925905,3854202.379283192,21061259.66119534,21061245.985581797,13.675613544881344,13.675613544881344,39.5,56.00592938824306,276.4058600163442
4.0,28,GPS_28_GPS_L1,11668799.29084456,-23290630.94647936,6136663.920255872,-2693899.717351717,-4297485.319925905,3854202.379283192,23921474.42596338,23921461.79223854,12.633724838495255,12.633724838495255,37.5,19.81604053521588,98.50924762792312
4.0,2,GPS_2_GPS_L1,-13521903.427582791,-22858776.77850534,1910508.709165108,-2693899.717351717,-4297485.319925905,3854202.379283192,21576520.27584912,21576495.31416928,24.961679838597775,24.961679838597775,23.3,47.381125294193886,177.31610588342792
4.0,6,GPS_6_GPS_L1,-5060138.2891792655,-23689125.55965524,10891151.141171033,-2693899.717351717,-4297485.319925905,3854202.379283192,20764257.24558197,20764234.732908636,22.51267333328724,22.51267333328724,38.7,61.939719861439,121.8738866905461
5.0,12,GPS_12_GPS_L1,-17292577.58961095,1634129.146309957,19808455.681635533,-2693900.431294256,-4297486.5343993455,3854192.3688813057,22424201.135196663,22424182.42008144,18.71511522307992,18.71511522307992,31.2,31.932662675430667,305.36222187239963
5.0,17,GPS_17_GPS_L1,7930125.430498192,-13888516.64654456,21618460.854160648,-2693900.431294256,-4297486.5343993455,3854192.3688813057,22812878.11489067,22812869.590237875,8.524652794003487,8.524652794003487,28.0,34.02857586998188,48.20685566262276
5.0,19,GPS_19_GPS_L1,-834238.6634375027,-14727560.167802846,21788482.681115128,-2693900.431294256,-4297486.5343993455,3854192.3688813057,20829891.157136656,20829871.50446519,19.652671467512846,19.652671467512846,26.8,55.33011901040137,36.90645680538074
5.0,24,GPS_24_GPS_L1,-19551969.821860887,-9158476.72479222,15505400.683170425,-2693900.431294256,-4297486.5343993455,3854192.3688813057,21061213.19319807,21061205.672781777,7.520416293293238,7.520416293293238,38.7,56.0075465065088,276.3919052512569
5.0,28,GPS_28_GPS_L1,11669369.78515402,-23291081.77586532,6133586.165791942,-2693900.431294256,-4297486.5343993455,3854192.3688813057,23921883.94222292,23921869.23274901,14.70947390794754,14.70947390794754,34.6,19.81108216548313,98.51525006282796
5.0,2,GPS_2_GPS_L1,-13521579.326299436,-22858792.420240328,1913665.52571948,-2693900.431294256,-4297486.5343993455,3854192.3688813057,21576074.782589823,21576059.66969241,15.112897414714098,15.112897414714098,22.8,47.3893990887072,177.31451443013128
5.0,6,GPS_6_GPS_L1,-5059290.174707771,-23688027.28016413,10893951.679466564,-2693900.431294256,-4297486.5343993455,3854192.3688813057,20764079.766326267,20764063.913463134,15.852863132953644,15.852863132953644,36.9,61.94415782359625,121.85820440815873
6.0,12,GPS_12_GPS_L1,-17291215.386317875,1631949.9173752973,19809823.74337636,-2693911.438946868,-4297524.233203355,3854214.136489338,22423714.86961369,22423679.987051614,34.88256207481027,34.88256207481027,31.2,31.93862643570733,305.36724665944644
6.0,17,GPS_17_GPS_L1,7932757.469207436,-13888294.880076936,21617616.722897857,-2693911.438946868,-4297524.233203355,3854214.136489338,22813357.18620659,22813317.275909044,39.91029754653573,39.91029754653573,29.9,34.02239250087328,48.21045514270933
6.0,19,GPS_19_GPS_L1,-831420.8264327203,-14727267.663319852,21788782.121649507,-2693911.438946868,-4297524.233203355,3854214.136489338,20830248.510266878,20830197.985475164,50.52479171380401,50.52479171380401,28.9,55.32284885413138,36.91131256578293
6.0,24,GPS_24_GPS_L1,-19552866.989807025,-9160274.997813713,15503270.829073649,-2693911.438946868,-4297524.233203355,3854214.136489338,21061167.02500003,21061131.239599653,35.78540037572384,35.78540037572384,37.9,56.00915984271425,276.3779634165092
6.0,25,GPS_25_GPS_L1,-18547480.33091438,12086559.388010671,14233041.879148636,-2693911.438946868,-4297524.233203355,3854214.136489338,25049883.1627344,25049828.50302748,54.65970692038536,54.65970692038536,15.5,4.506936101195588,297.5798515179439
6.0,28,GPS_28_GPS_L1,11669940.03310714,-23291532.327939674,6130508.283693913,-2693911.438946868,-4297524.233203355,3854214.136489338,23922288.0622246,23922250.890305758,37.17191884294152,37.17191884294152,35.4,19.80612802434901,98.52124885029566
6.0,2,GPS_2_GPS_L1,-13521255.01367068,-22858807.748145964,1916822.3018310848,-2693911.438946868,-4297524.233203355,3854214.136489338,21575631.98746957,21575590.41435932,41.5731102488935,41.5731102488935,25.4,47.39768297473646,177.31292483317975
6.0,6,GPS_6_GPS_L1,-5058441.819307487,-23686928.74635893,10896751.985916791,-2693911.438946868,-4297524.233203355,3854214.136489338,20763904.385624435,20763847.202651158,57.18297327682376,57.18297327682376,37.2,61.94860055327732,121.84250476449378
7.0,12,GPS_12_GPS_L1,-17289853.215918034,1629770.4628248904,19811191.373321272,-2693909.0108892387,-4297498.43968874,3854205.9326677527,22423220.209880512,22423190.857508376,29.352372135967016,29.352372135967016,30.6,31.94460054642684,305.37226035545854
7.0,17,GPS_17_GPS_L1,7935389.419793788,-13888073.286699569,21616772.14854954,-2693909.0108892387,-4297498.43968874,3854205.9326677527,22813843.75237252,22813808.748173166,35.00419935211539,35.00419935211539,32.0,34.01620686321131,48.21406334532942
7.0,19,GPS_19_GPS_L1,-828602.9329932458,-14726975.325941112,21789081.08544801,-2693909.0108892387,-4297498.43968874,3854205.9326677527,20830603.76488849,20830580.92399064,22.840897850692272,22.840897850692272,27.9,55.31558132829155,36.91618884255036
7.0,24,GPS_24_GPS_L1,-19553764.109018505,-9162072.994275022,15501140.645958262,-2693909.0108892387,-4297498.43968874,3854205.9326677527,21061126.852689907,21061098.920585677,27.932104229927063,27.932104229927063,38.2,56.01077847861114,276.3639915518963
7.0,28,GPS_28_GPS_L1,11670510.034703285,-23291982.602631945,6127430.2741944585,-2693909.0108892387,-4297498.43968874,3854205.9326677527,23922703.27458561,23922677.77738502,25.497200589627028,25.497200589627028,37.1,19.8011579309702,98.52724814879532
7.0,2,GPS_2_GPS_L1,-13520930.4896774,-22858822.762256093,1919979.0372473607,-2693909.0108892387,-4297498.43968874,3854205.9326677527,21575209.57827536,21575179.91564933,29.662626031786203,29.662626031786203,24.8,47.40594763776239,177.3113175345891
7.0,6,GPS_6_GPS_L1,-5057593.222961444,-23685829.95830165,10899552.060439931,-2693909.0108892387,-4297498.43968874,3854205.9326677527,20763733.50184813,20763701.60135597,31.900492161512375,31.900492161512375,37.7,61.95302131580868,121.8268091853584
8.0,12,GPS_12_GPS_L1,-17288491.07853761,1627590.7828126168,19812558.571369343,-2693900.1544895866,-4297495.844753103,3854229.324539776,22422732.74544449,22422689.58297998,43.16246451064944,43.16246451064944,29.3,31.95056580661892,305.3773077536347
8.0,17,GPS_17_GPS_L1,7938021.282373446,-13887851.866387084,21615927.13107389,-2693900.1544895866,-4297495.844753103,3854229.324539776,22814317.127948407,22814262.886009656,54.2419387511909,54.2419387511909,33.9,34.00999467278192,48.21763729766849
8.0,19,GPS_19_GPS_L1,-825784.98323807,-14726683.155684471,21789379.57249878,-2693900.1544895866,-4297495.844753103,3854229.324539776,20830962.01771283,20830924.52764437,37.49006846174598,37.49006846174598,30.8,55.30827422630065,36.9210169069276
8.0,24,GPS_24_GPS_L1,-19554661.179481003,-9163870.7142328,15499010.13377925,-2693900.1544895866,-4297495.844753103,3854229.324539776,21061079.78543156,21061049.043374006,30.74205755442381,30.74205755442381,39.0,56.012407164490064,276.3501049727966
8.0,28,GPS_28_GPS_L1,11671079.790011931,-23292432.59992705,6124352.137147656,-2693900.1544895866,-4297495.844753103,3854229.324539776,23923109.193658352,23923079.41556253,29.778095822781324,29.778095822781324,38.5,19.79620257560105,98.53321247003464
8.0,2,GPS_2_GPS_L1,-13520605.7542831,-22858837.46260539,1923135.731886208,-2693900.1544895866,-4297495.844753103,3854229.324539776,21574809.05420903,21574755.601461705,53.45274732634425,53.45274732634425,25.5,47.41427886454836,177.3096905610968
8.0,6,GPS_6_GPS_L1,-5056744.385633645,-23684730.916028865,10902351.903018603,-2693900.1544895866,-4297495.844753103,3854229.324539776,20763562.61835001,20763524.470831506,38.14751850441098,38.14751850441098,39.1,61.95747113145637,121.81099693827414
9.0,12,GPS_12_GPS_L1,-17287128.97418423,1625410.8773030117,19813925.337538622,-2693905.2181618144,-4297493.81676232,3854212.498554492,22422241.982904937,22422208.042723022,33.94018191471696,33.94018191471696,31.3,31.95653381872003,305.38232547278494
9.0,17,GPS_17_GPS_L1,7940653.056680875,-13887630.619146312,21615081.67055157,-2693905.2181618144,-4297493.81676232,3854212.498554492,22814800.0964964,22814754.597283337,45.49921306222677,45.49921306222677,32.5,34.00381826606318,48.22124479077761
9.0,19,GPS_19_GPS_L1,-822966.9773085117,-14726391.152570114,21789677.58278757,-2693905.2181618144,-4297493.81676232,3854212.498554492,20831330.762886684,20831303.78372055,26.979166135191917,26.979166135191917,30.8,55.30101347606854,36.92588203920645
9.0,24,GPS_24_GPS_L1,-19555558.201099463,-9165668.15758197,15496879.292683365,-2693905.2181618144,-4297493.81676232,3854212.498554492,21061039.91280585,21061010.25138006,29.661425791680813,29.661425791680813,39.1,56.01401217607375,276.3361405184966
9.0,28,GPS_28_GPS_L1,11671649.299039304,-23292882.319759924,6121273.872749245,-2693905.2181618144,-4297493.81676232,3854212.498554492,23923518.709853865,23923492.81022436,25.89962950348854,25.89962950348854,38.6,19.79124588986979,98.53921663801836
9.0,2,GPS_2_GPS_L1,-13520280.807373656,-22858851.849232107,1926292.386416813,-2693905.2181618144,-4297493.81676232,3854212.498554492,21574360.562963217,21574320.2990731,40.263890117406845,40.263890117406845,25.3,47.4225509602581,177.30810177358435
9.0,6,GPS_6_GPS_L1,-5055895.307303175,-23683631.61959703,10905151.513585027,-2693905.2181618144,-4297493.81676232,3854212.498554492,20763392.63384281,20763359.002949852,33.63089295849204,33.63089295849204,38.7,61.961900823728165,121.79530275323138
10.0,12,GPS_12_GPS_L1,-17285766.902910497,1623230.7463323837,19815291.67180202,-2693897.47267422,-4297482.568520625,3854216.880878355,22421747.323192395,22421717.33180134,29.99139105528593,29.99139105528593,29.9,31.962504384737304,305.3873416828654
10.0,17,GPS_17_GPS_L1,7943284.742890067,-13887409.544947032,21614235.76692213,-2693897.47267422,-4297482.568520625,3854216.880878355,22815265.377418257,22815227.716000114,37.66141814365983,37.66141814365983,31.4,33.9976582995254,48.22485627697317
10.0,19,GPS_19_GPS_L1,-820148.9151573437,-14726099.316598604,21789975.11632012,-2693897.47267422,-4297482.568520625,3854216.880878355,20831697.40964228,20831668.306098435,29.10354384407401,29.10354384407401,30.5,55.29376760658403,36.93074533090649
10.0,24,GPS_24_GPS_L1,-19556455.17387225,-9167465.324404072,15494748.12259571,-2693897.47267422,-4297482.568520625,3854216.880878355,21060990.14715813,21060972.243897785,17.903260346502066,17.903260346502066,38.0,56.01561061920231,276.32217074217994
10.0,28,GPS_28_GPS_L1,11672218.561833773,-23293331.76209881,6118195.480967181,-2693897.47267422,-4297482.568520625,3854216.880878355,23923922.53012139,23923903.853756245,18.6763651445508,18.6763651445508,37.1,19.78630382860214,98.54522945648324
10.0,2,GPS_2_GPS_L1,-13519955.648996145,-22858865.92216691,1929448.9999489728,-2693897.47267422,-4297482.568520625,3854216.880878355,21573942.35088491,21573901.340128113,41.01075679808855,41.01075679808855,26.8,47.4308246358148,177.30653009693492
10.0,6,GPS_6_GPS_L1,-5055045.98793406,-23682532.069042742,10907950.892121824,-2693897.47267422,-4297482.568520625,3854216.880878355,20763219.051955104,20763196.525346946,22.526608157902956,22.526608157902956,38.0,61.9663379545304,121.7796276592134
11.0,12,GPS_12_GPS_L1,-17284404.86478125,1621050.3899568515,19816657.57412016,-2693896.645986018,-4297474.593992111,3854206.9321198487,22421250.864638235,22421233.207980677,17.656657557934523,17.656657557934523,27.3,31.968469356398693,305.3923966322919
11.0,17,GPS_17_GPS_L1,7945916.340735543,-13887188.643796012,21613389.42026636,-2693896.645986018,-4297474.593992111,3854206.9321198487,22815735.75472499,22815713.852446187,21.902278803288937,21.902278803288937,28.4,33.99144679213864,48.22842423614192
11.0,19,GPS_19_GPS_L1,-817330.7968697208,-14725807.647784265,21790272.1730882,-2693896.645986018,-4297474.593992111,3854206.9321198487,20832063.45672608,20832044.210666332,19.246059749275446,19.246059749275446,33.3,55.28645738567311,36.93556038881606
11.0,24,GPS_24_GPS_L1,-19557352.09771317,-9169262.214612275,15492616.623641742,-2693896.645986018,-4297474.593992111,3854206.9321198487,21060941.58059352,21060935.984436322,5.596157196909189,5.596157196909189,38.4,56.01723380162195,276.3082991650882
11.0,28,GPS_28_GPS_L1,11672787.578416374,-23293780.92689035,6115116.961917175,-2693896.645986018,-4297474.593992111,3854206.9321198487,23924325.7507169,23924317.83896545,7.911751449108124,7.911751449108124,36.1,19.78135771261704,98.55118758031738
11.0,2,GPS_2_GPS_L1,-13519630.279055718,-22858879.68144724,1932605.57296246,-2693896.645986018,-4297474.593992111,3854206.9321198487,21573502.553663045,21573474.900866047,27.652796998620033,27.652796998620033,28.3,47.43917346760588,177.3049032169417
11.0,6,GPS_6_GPS_L1,-5054196.427510239,-23681432.264429104,10910750.038544437,-2693896.645986018,-4297474.593992111,3854206.9321198487,20763044.570603184,20763035.19817815,9.37242503464222,9.37242503464222,38.5,61.97079231732571,121.7637813504327
12.0,12,GPS_12_GPS_L1,-17283042.859859977,1618869.808230211,19818023.044455063,-2693898.4080091603,-4297462.796286834,3854203.610802647,22420754.40635593,22420741.696797173,12.709558755159378,12.709558755159378,27.2,31.974443061802543,305.39740077031814
12.0,17,GPS_17_GPS_L1,7948547.850004351,-13886967.915695596,21612542.630648144,-2693898.4080091603,-4297462.796286834,3854203.610802647,22816228.01715295,22816197.657226756,30.35992619395256,30.35992619395256,27.7,33.985281219363785,48.2320462423916
12.0,19,GPS_19_GPS_L1,-814512.6225024348,-14725516.146138472,21790568.753086496,-2693898.4080091603,-4297462.796286834,3854203.610802647,20832427.405534517,20832416.61726867,10.788265846669674,10.788265846669674,33.4,55.279212624549984,36.940444404840285
12.0,24,GPS_24_GPS_L1,-19558248.97255235,-9171058.828151649,15490484.795908589,-2693898.4080091603,-4297462.796286834,3854203.610802647,21060899.909527447,21060894.996758025,4.9127694219350815,4.9127694219350815,37.3,56.01882819594737,276.29429537194534
12.0,28,GPS_28_GPS_L1,11673356.348802472,-23294229.81407673,6112038.315745736,-2693898.4080091603,-4297462.796286834,3854203.610802647,23924736.46639548,23924735.81735359,0.6490418873727322,0.6490418873727322,37.4,19.77639428761904,98.55720321841493
12.0,2,GPS_2_GPS_L1,-13519304.697557634,-22858893.127105884,1935762.1049711471,-2693898.4080091603,-4297462.796286834,3854203.610802647,21573081.044053264,21573051.130309362,29.913743901997805,29.913743901997805,27.1,47.44742052879317,177.30331765982865
12.0,6,GPS_6_GPS_L1,-5053346.626039172,-23680332.20584881,10913548.952692738,-2693898.4080091603,-4297462.796286834,3854203.610802647,20762879.98267427,20762875.020039104,4.962635166943073,4.962635166943073,37.9,61.9752020253631,121.74811267331356
13.0,12,GPS_12_GPS_L1,-17281680.888259165,1616689.0012848396,19819388.082719643,-2693899.641835961,-4297474.80021592,3854206.6356714014,22420270.53912289,22420252.31351449,18.2256084010005,18.2256084010005,28.4,31.980414481458624,305.4024167741197
13.0,17,GPS_17_GPS_L1,7951179.271046906,-13886747.360600742,21611695.39795025,-2693899.641835961,-4297474.80021592,3854206.6356714014,22816694.796987936,22816666.28675873,28.51022920757532,28.51022920757532,29.1,33.979115474427545,48.23565775526108
13.0,19,GPS_19_GPS_L1,-811694.3921041943,-14725224.811671702,21790864.85631062,-2693899.641835961,-4297474.80021592,3854206.6356714014,20832786.857222084,20832771.659756616,15.197465468198061,15.197465468198061,32.8,55.2719618763655,36.9453089294072
13.0,24,GPS_24_GPS_L1,-19559145.798377305,-9172855.165082457,15488352.639346918,-2693899.641835961,-4297474.80021592,3854206.6356714014,21060851.64279345,21060845.539951567,6.102841883897781,6.102841883897781,38.7,56.020421919162736,276.2803206897753
13.0,28,GPS_28_GPS_L1,11673924.873051232,-23294678.42363469,6108959.542362314,-2693899.641835961,-4297474.80021592,3854206.6356714014,23925139.6870284,23925134.011546515,5.675481885671616,5.675481885671616,37.6,19.77144520905884,98.56321105484363
13.0,2,GPS_2_GPS_L1,-13518978.904420055,-22858906.25917945,1938918.596331688,-2693899.641835961,-4297474.80021592,3854206.6356714014,21572637.64936035,21572607.79601453,29.853345822542906,29.853345822542906,27.5,47.45569347130674,177.30173549065228
13.0,6,GPS_6_GPS_L1,-5052496.583431816,-23679231.893270344,10916347.634722875,-2693899.641835961,-4297474.80021592,3854206.6356714014,20762702.20364325,20762690.65023978,11.553403470665216,11.553403470665216,38.5,61.97962720789383,121.73241177811953
14.0,12,GPS_12_GPS_L1,-17280318.949952394,1614507.9690305851,19820752.688966032,-2693892.401374274,-4297469.345549019,3854209.3384055207,22419781.275747776,22419764.088645015,17.187102761119604,17.187102761119604,28.2,31.986404992749065,305.40740214989125
14.0,17,GPS_17_GPS_L1,7953810.603673957,-13886526.978511782,21610847.722228933,-2693892.401374274,-4297469.345549019,3854209.3384055207,22817150.184831634,22817138.564374488,11.620457146316767,11.620457146316767,28.6,33.97297380241995,48.23929919528806
14.0,19,GPS_19_GPS_L1,-808876.1058726071,-14724933.644409891,21791160.48274053,-2693892.401374274,-4297469.345549019,3854209.3384055207,20833155.302805543,20833135.01354479,20.289260752499104,20.289260752499104,31.9,55.26474584634688,36.95021955242348
14.0,24,GPS_24_GPS_L1,-19560042.575073257,-9174651.225260084,15486220.154150505,-2693892.401374274,-4297469.345549019,3854209.3384055207,21060817.466427304,21060807.21119579,10.255231514573097,10.255231514573097,37.8,56.02201323853312,276.26626572418286
14.0,28,GPS_28_GPS_L1,11674493.15115472,-23295126.755488016,6105880.642039651,-2693892.401374274,-4297469.345549019,3854209.3384055207,23925555.798858937,23925541.04113726,14.757721677422523,14.757721677422523,37.7,19.766482816294875,98.56924368581272
14.0,2,GPS_2_GPS_L1,-13518652.899636514,-22858919.07770136,1942075.0466715884,-2693892.401374274,-4297469.345549019,3854209.3384055207,21572201.449808884,21572183.791947946,17.657860938459635,17.657860938459635,28.9,47.4639132047517,177.30015632260978
14.0,6,GPS_6_GPS_L1,-5051646.299738019,-23678131.3268415,10919146.084334822,-2693892.401374274,-4297469.345549019,3854209.3384055207,20762537.01601767,20762523.77487735,13.241140320897102,13.241140320897102,37.5,61.98402012912208,121.71679075242
15.0,12,GPS_12_GPS_L1,-17278957.04504942,1612326.7115956815,19822116.86310992,-2693894.475400336,-4297471.944563694,3854204.8606303423,22419298.607750703,22419277.063185006,21.544565696269274,21.544565696269274,27.6,31.99236158676108,305.4124525475717
15.0,17,GPS_17_GPS_L1,7956441.847396519,-13886306.76945402,21609999.60363724,-2693894.475400336,-4297471.944563694,3854204.8606303423,22817642.44709157,22817617.405055836,25.0420357324183,25.0420357324183,30.0,33.96677409498024,48.24287587988886
15.0,19,GPS_19_GPS_L1,-806057.7637802879,-14724642.644355625,21791455.63237984,-2693894.475400336,-4297471.944563694,3854204.8606303423,20833522.249370664,20833501.422011804,20.82735886052251,20.82735886052251,31.4,55.257449462239286,36.95503503151971
15.0,24,GPS_24_GPS_L1,-19560939.302661706,-9176447.008813184,15484087.340188958,-2693894.475400336,-4297471.944563694,3854204.8606303423,21060772.49747677,21060763.64642928,8.851047489792109,8.851047489792109,38.1,56.023611230896,276.2523766307564
15.0,28,GPS_28_GPS_L1,11675061.18319196,-23295574.80962913,6102801.614579425,-2693894.475400336,-4297471.944563694,3854204.8606303423,23925959.319349967,23925947.976037845,11.343312121927738,11.343312121927738,38.1,19.761541099043523,98.5752146630974
