satellite_id,type,t,x,y,z,azimuth_deg,elevation_deg,mask_angle_deg,visible,visibility_reason,true_range_m,pseudorange_m,cn0_db_hz,doppler_hz,label
IRNSS-1C,GEO,1020.0,5138479.618059104,41849718.31703042,0.0,170.39423499549466,49.90331145055613,9.182970751613862,True,visible,37075918.145097315,37075920.68403882,48.47763522544466,-1.1994076258722572,clean
IRNSS-1C,GEO,1050.0,5138479.048139219,41849718.38700751,0.0,170.39423363099453,49.903311328606414,9.182970527237092,True,visible,37075918.152835086,37075918.32240911,48.73413165190913,-0.5576472752297345,clean
IRNSS-1C,GEO,1080.0,5138478.478219332,41849718.45698459,0.0,170.39423226649438,49.903311206656674,9.182970302860326,True,visible,37075918.16057285,37075921.71757143,48.112671768113024,-3.0758980530851057,clean
IRNSS-1C,GEO,1110.0,5138477.908299445,41849718.52696166,0.0,170.39423090199426,49.90331108470693,9.182970078483573,True,visible,37075918.16831062,37075919.72575661,47.749567249851,-2.36874788108636,clean
IRNSS-1C,GEO,1140.0,5138477.338379556,41849718.59693873,0.0,170.39422953749414,49.90331096275715,9.182969854106826,True,visible,37075918.176048405,37075924.34513709,47.75740487187842,-1.036612163151532,clean
IRNSS-1C,GEO,1170.0,5138476.768459668,41849718.66691579,0.0,170.39422817299405,49.90331084080737,9.182969629730096,True,visible,37075918.183786176,37075920.68161005,48.49494186502817,-0.11288614392725792,clean
IRNSS-1C,GEO,1200.0,5138476.198539777,41849718.73689284,0.0,170.39422680849395,49.90331071885757,9.18296940535337,True,visible,37075918.191523954,37075916.34784084,48.54127254810931,3.5371544947592373,clean
IRNSS-1C,GEO,1230.0,5138475.628619887,41849718.80686989,0.0,170.39422544399386,49.903310596907744,9.182969180976654,True,visible,37075918.19926173,37075921.39378323,48.441222588051964,1.070973453069447,clean
IRNSS-1C,GEO,1260.0,5138475.058699996,41849718.876846924,0.0,170.39422407949377,49.903310474957905,9.182968956599947,True,visible,37075918.20699951,37075924.486231044,47.83689059164679,-1.8251691771605894,clean
IRNSS-1C,GEO,1290.0,5138474.488780101,41849718.946823955,0.0,170.3942227149937,49.90331035300805,9.182968732223252,True,visible,37075918.214737296,37075923.777461976,48.28572609821627,-1.4569731284838217,clean
IRNSS-1C,GEO,1320.0,5138473.918860208,41849719.016800985,0.0,170.39422135049364,49.90331023105819,9.182968507846567,True,visible,37075918.22247508,37075924.280845985,48.227988332645054,2.7484852087057177,clean
IRNSS-1C,GEO,1350.0,5138473.348940315,41849719.08677799,0.0,170.39421998599354,49.903310109108304,9.182968283469883,True,visible,37075918.23021286,37075918.74835837,48.27898971783097,2.252208540477383,clean
IRNSS-1C,GEO,1380.0,5138472.779020417,41849719.15675499,0.0,170.3942186214935,49.90330998715839,9.182968059093216,True,visible,37075918.23795064,37075922.51067461,48.605359799832335,0.05528766366740435,clean
IRNSS-1C,GEO,1410.0,5138472.209100522,41849719.22673199,0.0,170.39421725699347,49.90330986520846,9.182967834716559,True,visible,37075918.24568843,37075919.34252704,48.28144317663735,-0.8860650898078448,clean
IRNSS-1C,GEO,1440.0,5138471.639180623,41849719.29670899,0.0,170.39421589249343,49.903309743258525,9.182967610339908,True,visible,37075918.253426224,37075921.1893218,48.50910217517774,2.2488535126791054,clean
IRNSS-1C,GEO,1470.0,5138471.069260724,41849719.366685964,0.0,170.39421452799337,49.90330962130857,9.182967385963263,True,visible,37075918.261164,37075918.28724264,48.203434919777976,-1.9876664102303747,clean
IRNSS-1C,GEO,1500.0,5138470.499340825,41849719.43666294,0.0,170.39421316349336,49.90330949935859,9.182967161586635,True,visible,37075918.268901795,37075919.51643325,48.3142050757703,0.7830486373848657,clean
IRNSS-1C,GEO,1530.0,5138469.929420922,41849719.506639905,0.0,170.39421179899335,49.9033093774086,9.182966937210015,True,visible,37075918.27663958,37075919.46238689,48.485289480736355,4.544305824031071,clean
IRNSS-1C,GEO,1560.0,5138469.359501022,41849719.57661686,0.0,170.39421043449332,49.903309255458595,9.182966712833398,True,visible,37075918.28437737,37075922.530676015,47.44106744928099,0.4096992067473239,clean
IRNSS-1C,GEO,1590.0,5138468.789581121,41849719.64659383,0.0,170.39420906999334,49.90330913350857,9.182966488456799,True,visible,37075918.292115174,37075922.34827399,48.00980974242195,-1.5522311192025675,clean
IRNSS-1C,GEO,1620.0,5138468.219661216,41849719.71657076,0.0,170.39420770549333,49.90330901155852,9.182966264080203,True,visible,37075918.29985295,37075921.33783869,47.93445901484598,0.8197252485620738,clean
IRNSS-1C,GEO,1650.0,5138467.6497413125,41849719.78654769,0.0,170.39420634099335,49.90330888960846,9.182966039703622,True,visible,37075918.307590745,37075918.18311214,47.850206409262455,-0.9410295967608755,clean
IRNSS-1C,GEO,1680.0,5138467.079821407,41849719.85652463,0.0,170.39420497649337,49.90330876765839,9.182965815327046,True,visible,37075918.31532855,37075920.20967241,48.03207419916256,-2.789243848186188,clean
IRNSS-1C,GEO,1710.0,5138466.5099015,41849719.92650154,0.0,170.3942036119934,49.90330864570829,9.18296559095048,True,visible,37075918.32306634,37075919.3730251,48.917115971784845,1.4010598959886225,clean
IRNSS-1C,GEO,1740.0,5138465.939981591,41849719.99647845,0.0,170.3942022474934,49.903308523758184,9.182965366573923,True,visible,37075918.33080413,37075922.52097684,47.73672974971277,2.234656642369264,clean
IRNSS-1C,GEO,1770.0,5138465.370061684,41849720.06645536,0.0,170.3942008829935,49.90330840180805,9.182965142197382,True,visible,37075918.33854193,37075923.12828713,48.653784476246905,-0.622825503849915,clean
IRNSS-1C,GEO,1800.0,5138464.800141774,41849720.13643225,0.0,170.3941995184935,49.9033082798579,9.18296491782084,True,visible,37075918.346279725,37075922.89931395,47.328210404535014,-0.755483506922727,clean
IRNSS-1C,GEO,1830.0,5138464.230221867,41849720.20640915,0.0,170.39419815399359,49.903308157907745,9.182964693444315,True,visible,37075918.35401754,37075919.38628517,48.002202766741775,-1.9241429438976074,clean
IRNSS-1C,GEO,1860.0,5138463.660301955,41849720.27638603,0.0,170.39419678949366,49.90330803595756,9.1829644690678,True,visible,37075918.361755334,37075915.53760537,48.25102180567891,-0.30088335966531354,clean
IRNSS-1C,GEO,1890.0,5138463.0903820405,41849720.3463629,0.0,170.3941954249937,49.90330791400737,9.18296424469129,True,visible,37075918.36949314,37075917.435488254,48.46275643019782,-1.1257489265257408,clean
IRNSS-1C,GEO,1920.0,5138462.520462129,41849720.41633978,0.0,170.3941940604938,49.903307792057156,9.18296402031479,True,visible,37075918.37723096,37075923.64009415,48.52525854580635,-2.0230775350604593,clean
IRNSS-1C,GEO,1950.0,5138461.950542215,41849720.48631663,0.0,170.3941926959939,49.90330767010692,9.182963795938301,True,visible,37075918.38496875,37075920.1051492,48.56631886490164,3.7833255020690317,clean
IRNSS-1C,GEO,1980.0,5138461.380622303,41849720.55629349,0.0,170.394191331494,49.90330754815667,9.182963571561825,True,visible,37075918.392706566,37075919.433709614,47.9952827025692,0.9319734718450664,clean
IRNSS-1C,GEO,2010.0,5138460.810702386,41849720.626270324,0.0,170.39418996699408,49.9033074262064,9.182963347185348,True,visible,37075918.400444366,37075924.09287512,47.938469333752884,1.143778056353935,clean
IRNSS-1C,GEO,2040.0,5138460.2407824695,41849720.69624716,0.0,170.39418860249418,49.90330730425612,9.182963122808886,True,visible,37075918.408182174,37075923.36695929,48.598633162105486,1.7657869771854953,clean
IRNSS-1C,GEO,2070.0,5138459.670862551,41849720.76622398,0.0,170.39418723799432,49.903307182305824,9.182962898432438,True,visible,37075918.41591998,37075920.96343489,48.07399305042785,1.5410602728402518,clean
IRNSS-1C,GEO,2100.0,5138459.10094263,41849720.836200796,0.0,170.39418587349442,49.9033070603555,9.182962674055991,True,visible,37075918.42365779,37075920.353443086,47.531802042591416,-0.8272320662727886,clean
IRNSS-1C,GEO,2130.0,5138458.531022711,41849720.90617761,0.0,170.39418450899456,49.903306938405166,9.182962449679561,True,visible,37075918.4313956,37075920.67466328,47.603001588650386,0.5440930852635755,clean
IRNSS-1C,GEO,2160.0,5138457.961102793,41849720.976154424,0.0,170.3941831444947,49.90330681645482,9.182962225303132,True,visible,37075918.43913342,37075921.38061333,47.70991904404306,-0.5390731311498581,clean
IRNSS-1C,GEO,2190.0,5138457.391182871,41849721.046131216,0.0,170.39418177999485,49.90330669450445,9.182962000926722,True,visible,37075918.44687123,37075924.05648569,48.418225550462495,0.8759150888739611,clean
IRNSS-1C,GEO,2220.0,5138456.821262948,41849721.11610801,0.0,170.39418041549501,49.903306572554065,9.182961776550318,True,visible,37075918.45460905,37075921.77565405,48.240858037862616,0.6823696092877909,clean
IRNSS-1C,GEO,2250.0,5138456.251343026,41849721.18608478,0.0,170.39417905099518,49.90330645060366,9.182961552173925,True,visible,37075918.46234686,37075922.37334915,48.51488783825297,-0.7663326824077628,clean
IRNSS-1C,GEO,2280.0,5138455.681423098,41849721.256061554,0.0,170.39417768649534,49.90330632865325,9.182961327797535,True,visible,37075918.470084675,37075923.24250456,47.956018829442556,-2.6596096074975466,clean
IRNSS-1C,GEO,2310.0,5138455.1115031745,41849721.326038316,0.0,170.39417632199553,49.90330620670281,9.182961103421162,True,visible,37075918.47782249,37075918.704613775,48.2489149895409,0.2914619522770671,clean
IRNSS-1C,GEO,2340.0,5138454.541583249,41849721.396015085,0.0,170.39417495749572,49.90330608475236,9.182960879044796,True,visible,37075918.48556033,37075922.452597894,48.48244033237796,-0.4095511401923139,clean
IRNSS-1C,GEO,2370.0,5138453.971663321,41849721.46599183,0.0,170.39417359299588,49.90330596280189,9.182960654668433,True,visible,37075918.49329814,37075920.420818016,48.01497185692589,-3.781756657071465,clean
IRNSS-1C,GEO,2400.0,5138453.40174339,41849721.535968564,0.0,170.39417222849607,49.903305840851395,9.182960430292084,True,visible,37075918.50103596,37075916.111126654,48.39803273695646,1.0143113761234868,clean
IRNSS-1C,GEO,2430.0,5138452.831823463,41849721.6059453,0.0,170.3941708639963,49.90330571890089,9.182960205915744,True,visible,37075918.508773774,37075916.872779205,47.838682139036145,1.9296720628316026,clean
IRNSS-1C,GEO,2460.0,5138452.261903534,41849721.67592203,0.0,170.3941694994965,49.90330559695037,9.182959981539419,True,visible,37075918.516511604,37075919.03784927,47.98811817767866,5.055700786814774,clean
IRNSS-1C,GEO,2490.0,5138451.691983605,41849721.745898746,0.0,170.39416813499673,49.90330547499982,9.182959757163097,True,visible,37075918.52424943,37075922.05665608,47.97877614535377,-0.7834071692698596,clean
IRNSS-1C,GEO,2520.0,5138451.12206367,41849721.81587547,0.0,170.39416677049695,49.90330535304926,9.182959532786784,True,visible,37075918.53198727,37075921.25315122,47.57172526095013,-1.0784359586504408,clean
IRNSS-1C,GEO,2550.0,5138450.552143738,41849721.88585216,0.0,170.3941654059972,49.90330523109869,9.182959308410485,True,visible,37075918.53972508,37075921.39803286,48.413131315529164,-2.2198542215578416,clean
IRNSS-1C,GEO,2580.0,5138449.982223804,41849721.95582886,0.0,170.39416404149745,49.9033051091481,9.182959084034191,True,visible,37075918.54746292,37075924.83902724,47.93494389642673,0.4162716483962981,clean
IRNSS-1C,GEO,2610.0,5138449.412303867,41849722.02580554,0.0,170.3941626769977,49.903304987197494,9.182958859657909,True,visible,37075918.55520074,37075918.58878644,48.17589211728368,0.4036241984881727,clean
IRNSS-1C,GEO,2640.0,5138448.842383931,41849722.09578222,0.0,170.39416131249794,49.90330486524687,9.182958635281636,True,visible,37075918.56293857,37075921.00962317,48.41001837876451,-1.623604833176625,clean
IRNSS-1C,GEO,2670.0,5138448.272463995,41849722.16575889,0.0,170.39415994799822,49.903304743296225,9.182958410905373,True,visible,37075918.5706764,37075921.662332125,48.39291062871825,-0.350871927610807,clean
IRNSS-1C,GEO,2700.0,5138447.70254406,41849722.235735565,0.0,170.3941585834985,49.90330462134557,9.182958186529119,True,visible,37075918.57841425,37075919.64750304,48.50233758658138,-3.958343499331019,clean
IRNSS-1C,GEO,2730.0,5138447.132624118,41849722.305712216,0.0,170.39415721899877,49.903304499394885,9.182957962152873,True,visible,37075918.58615207,37075921.14120373,48.120402281231996,1.8517413330379555,clean
IRNSS-1C,GEO,2760.0,5138446.562704179,41849722.37568886,0.0,170.39415585449908,49.90330437744419,9.18295773777664,True,visible,37075918.5938899,37075917.98446571,47.95799585885635,-1.5423706829474604,clean
IRNSS-1C,GEO,2790.0,5138445.992784239,41849722.44566551,0.0,170.39415448999935,49.90330425549349,9.182957513400412,True,visible,37075918.601627745,37075923.84171233,48.12978590081692,-0.07032486837826395,clean
IRNSS-1C,GEO,2820.0,5138445.422864296,41849722.51564213,0.0,170.39415312549968,49.903304133542754,9.1829572890242,True,visible,37075918.60936557,37075919.78468063,47.32597778068282,-2.8543990052240957,clean
IRNSS-1C,GEO,2850.0,5138444.852944355,41849722.58561877,0.0,170.394151761,49.90330401159201,9.18295706464799,True,visible,37075918.61710343,37075925.06503147,47.44608875284201,-1.1657193664246308,clean
IRNSS-1C,GEO,2880.0,5138444.2830244135,41849722.655595385,0.0,170.3941503965003,49.90330388964125,9.18295684027179,True,visible,37075918.624841265,37075921.061728984,47.50829517426807,-0.5601944716127706,clean
IRNSS-1C,GEO,2910.0,5138443.713104468,41849722.725572,0.0,170.3941490320006,49.90330376769047,9.182956615895598,True,visible,37075918.6325791,37075923.130551524,47.671021558036244,-0.023593858499376355,clean
IRNSS-1C,GEO,2940.0,5138443.14318452,41849722.795548595,0.0,170.39414766750096,49.90330364573967,9.182956391519424,True,visible,37075918.64031694,37075921.03672539,48.369532076590396,0.9584528664673074,clean
IRNSS-1C,GEO,2970.0,5138442.573264574,41849722.86552519,0.0,170.3941463030013,49.90330352378886,9.182956167143253,True,visible,37075918.648054786,37075921.08830563,47.716905426940365,2.877138001420135,clean
IRNSS-1C,GEO,3000.0,5138442.003344628,41849722.93550178,0.0,170.39414493850165,49.90330340183803,9.182955942767096,True,visible,37075918.655792624,37075920.020759836,47.98056366899239,1.4644097209609963,clean
IRNSS-1C,GEO,3030.0,5138441.433424678,41849723.00547835,0.0,170.394143574002,49.903303279887176,9.182955718390941,True,visible,37075918.66353048,37075921.39504208,48.81925908629684,1.923316919765595,clean
IRNSS-1C,GEO,3060.0,5138440.86350473,41849723.07545493,0.0,170.39414220950235,49.90330315793631,9.1829554940148,True,visible,37075918.67126832,37075921.789283425,47.99151294326478,2.891196054333971,clean
IRNSS-1C,GEO,3090.0,5138440.293584779,41849723.145431496,0.0,170.3941408450027,49.90330303598543,9.182955269638667,True,visible,37075918.679006174,37075919.654837646,48.538402704420754,1.1384035965185002,clean
IRNSS-1C,GEO,3120.0,5138439.72366483,41849723.21540805,0.0,170.3941394805031,49.90330291403454,9.182955045262545,True,visible,37075918.68674402,37075920.943726234,47.70283607157396,-0.07442655679029604,clean
IRNSS-1C,GEO,3150.0,5138439.15374488,41849723.28538459,0.0,170.3941381160035,49.903302792083615,9.182954820886433,True,visible,37075918.69448186,37075920.00878418,48.066926124036804,2.0172116479323945,clean
IRNSS-1C,GEO,3180.0,5138438.583824922,41849723.35536113,0.0,170.39413675150388,49.903302670132675,9.18295459651033,True,visible,37075918.70221971,37075925.67150576,47.69463386690702,2.1450064053964186,clean
IRNSS-1C,GEO,3210.0,5138438.013904966,41849723.425337665,0.0,170.39413538700427,49.903302548181735,9.182954372134233,True,visible,37075918.70995756,37075921.035570145,48.00012834780372,1.2961195094051758,clean
IRNSS-1C,GEO,3240.0,5138437.443985013,41849723.49531419,0.0,170.3941340225047,49.90330242623076,9.182954147758151,True,visible,37075918.717695415,37075924.22077948,48.58979894587441,-2.9102673605991005,clean
IRNSS-1C,GEO,3270.0,5138436.874065061,41849723.56529071,0.0,170.39413265800513,49.903302304279784,9.18295392338208,True,visible,37075918.725433275,37075920.84525072,47.30598465694123,-1.683932473690779,clean
IRNSS-1C,GEO,3300.0,5138436.304145104,41849723.63526722,0.0,170.39413129350555,49.90330218232877,9.182953699006013,True,visible,37075918.733171135,37075921.73708414,48.38685668170202,-0.5507203755624519,clean
IRNSS-1C,GEO,3330.0,5138435.734225147,41849723.705243714,0.0,170.39412992900597,49.903302060377754,9.182953474629954,True,visible,37075918.74090898,37075918.672901705,48.28851265248692,1.558229875919493,clean
IRNSS-1C,GEO,3360.0,5138435.164305189,41849723.775220215,0.0,170.39412856450642,49.903301938426715,9.18295325025391,True,visible,37075918.74864685,37075920.37978285,47.872569864864076,-0.043705006617192725,clean
IRNSS-1C,GEO,3390.0,5138434.594385223,41849723.845196694,0.0,170.39412720000684,49.90330181647566,9.182953025877868,True,visible,37075918.7563847,37075921.66554867,47.44661590690993,2.272725100374232,clean
IRNSS-1C,GEO,3420.0,5138434.024465265,41849723.91517317,0.0,170.3941258355073,49.90330169452459,9.182952801501843,True,visible,37075918.76412256,37075924.34644444,48.205709579352785,2.6294610899870783,clean
IRNSS-1C,GEO,3450.0,5138433.454545303,41849723.985149644,0.0,170.39412447100776,49.903301572573504,9.182952577125821,True,visible,37075918.77186042,37075921.70327324,47.90489846235564,2.3973287698529284,clean
IRNSS-1C,GEO,3480.0,5138432.884625341,41849724.05512611,0.0,170.39412310650823,49.90330145062241,9.182952352749814,True,visible,37075918.77959828,37075923.968792014,48.28598291395658,2.4100689614590896,clean
IRNSS-1C,GEO,3510.0,5138432.314705381,41849724.125102565,0.0,170.39412174200874,49.90330132867128,9.182952128373817,True,visible,37075918.78733615,37075922.53256225,48.18057087243264,-2.0749999777935098,clean
IRNSS-1C,GEO,3540.0,5138431.744785411,41849724.195079006,0.0,170.39412037750918,49.90330120672013,9.18295190399782,True,visible,37075918.79507401,37075924.457849964,48.97053423672307,0.9642588314100676,clean
IRNSS-1C,GEO,3570.0,5138431.174865446,41849724.26505544,0.0,170.39411901300969,49.903301084768984,9.182951679621842,True,visible,37075918.80281187,37075921.18806617,48.04996696871776,-1.2160702494123166,clean
IRNSS-1C,GEO,3600.0,5138430.604945483,41849724.33503189,0.0,170.39411764851016,49.90330096281781,9.182951455245867,True,visible,37075918.81054975,37075925.95583224,47.657896027535024,-3.299144833143649,clean
IRNSS-1C,GEO,3630.0,5138430.035025516,41849724.40500831,0.0,170.3941162840107,49.90330084086661,9.182951230869907,True,visible,37075918.81828761,37075920.37494352,48.259282582715805,-0.5759544316131563,clean
IRNSS-1C,GEO,3660.0,5138429.465105548,41849724.47498471,0.0,170.3941149195112,49.9033007189154,9.182951006493955,True,visible,37075918.82602547,37075919.83644388,48.279643098615196,2.648461763753019,clean
IRNSS-1C,GEO,3690.0,5138428.8951855805,41849724.54496113,0.0,170.39411355501173,49.903300596964186,9.182950782118013,True,visible,37075918.83376335,37075918.98208402,48.84923853564122,0.9204718498116752,clean
IRNSS-1C,GEO,3720.0,5138428.325265603,41849724.61493752,0.0,170.39411219051223,49.90330047501294,9.182950557742073,True,visible,37075918.84150121,37075925.8717352,48.58720036236998,4.0346065757103,clean
IRNSS-1C,GEO,3750.0,5138427.755345639,41849724.684913926,0.0,170.39411082601276,49.90330035306169,9.18295033336615,True,visible,37075918.849239096,37075922.94179592,48.348080260379106,0.35344812011097126,clean
IRNSS-1C,GEO,3780.0,5138427.185425668,41849724.75489031,0.0,170.39410946151335,49.90330023111041,9.182950108990243,True,visible,37075918.85697696,37075920.707629435,48.90129616780582,4.894593338709742,clean
IRNSS-1C,GEO,3810.0,5138426.615505692,41849724.82486668,0.0,170.39410809701388,49.90330010915911,9.182949884614334,True,visible,37075918.86471483,37075923.792130195,47.57526318642628,0.35403028255802926,clean
IRNSS-1C,GEO,3840.0,5138426.045585714,41849724.89484304,0.0,170.39410673251442,49.903299987207795,9.182949660238432,True,visible,37075918.8724527,37075922.70894929,47.84976893860449,0.0439484238313995,clean
IRNSS-1C,GEO,3870.0,5138425.475665743,41849724.96481941,0.0,170.394105368015,49.90329986525647,9.182949435862547,True,visible,37075918.88019058,37075925.20126449,47.706356725668286,-2.5597923462682446,clean
IRNSS-1C,GEO,3900.0,5138424.905745765,41849725.03479575,0.0,170.39410400351557,49.90329974330513,9.182949211486669,True,visible,37075918.88792845,37075918.379789986,47.97473978618483,2.2201133121094623,clean
IRNSS-1C,GEO,3930.0,5138424.335825793,41849725.10477211,0.0,170.39410263901615,49.90329962135377,9.182948987110802,True,visible,37075918.89566634,37075920.87995177,47.48130160537622,-1.0052624292807988,clean
IRNSS-1C,GEO,3960.0,5138423.765905812,41849725.17474846,0.0,170.39410127451674,49.90329949940239,9.182948762734945,True,visible,37075918.90340423,37075920.50451622,48.487220143953266,-1.295107450217295,clean
IRNSS-1C,GEO,3990.0,5138423.195985833,41849725.24472479,0.0,170.39409991001733,49.90329937745099,9.182948538359092,True,visible,37075918.91114211,37075917.575385004,48.05853331338834,2.561448957099892,clean
