t,satellite_id,Svid,residual_m,abs_residual_m,cn0_db_hz,elevation_deg
4.0,GPS_2_GPS_L1,2,5.130954843014479,5.130954843014479,23.3,47.381125294193886
4.0,GPS_6_GPS_L1,6,2.6819483377039433,2.6819483377039433,38.7,61.939719861439
5.0,GPS_12_GPS_L1,12,4.416816618293524,4.416816618293524,31.2,31.932662675430667
5.0,GPS_17_GPS_L1,17,-5.773645810782909,5.773645810782909,28.0,34.02857586998188
5.0,GPS_19_GPS_L1,19,5.35437286272645,5.35437286272645,26.8,55.33011901040137
5.0,GPS_24_GPS_L1,24,-6.777882311493158,6.777882311493158,38.7,56.0075465065088
5.0,GPS_28_GPS_L1,28,0.41117530316114426,0.41117530316114426,34.6,19.81108216548313
5.0,GPS_2_GPS_L1,2,0.814598809927702,0.814598809927702,22.8,47.3893990887072
5.0,GPS_6_GPS_L1,6,1.5545645281672478,1.5545645281672478,36.9,61.94415782359625
6.0,GPS_12_GPS_L1,12,-9.078783050179482,9.078783050179482,31.2,31.93862643570733
6.0,GPS_17_GPS_L1,17,-4.051047578454018,4.051047578454018,29.9,34.02239250087328
6.0,GPS_19_GPS_L1,19,6.563446588814259,6.563446588814259,28.9,55.32284885413138
6.0,GPS_24_GPS_L1,24,-8.1759447529912,8.1759447529912,37.9,56.00915984271425
6.0,GPS_25_GPS_L1,25,10.698361795395613,10.698361795395613,15.5,4.506936101195588
6.0,GPS_28_GPS_L1,28,-6.789426282048225,6.789426282048225,35.4,19.80612802434901
6.0,GPS_2_GPS_L1,2,-2.3882348760962486,2.3882348760962486,25.4,47.39768297473646
6.0,GPS_6_GPS_L1,6,13.221628151834011,13.221628151834011,37.2,61.94860055327732
7.0,GPS_12_GPS_L1,12,0.4681017994880676,0.4681017994880676,30.6,31.94460054642684
7.0,GPS_17_GPS_L1,17,6.119929015636444,6.119929015636444,32.0,34.01620686321131
7.0,GPS_19_GPS_L1,19,-6.043372485786676,6.043372485786676,27.9,55.31558132829155
7.0,GPS_24_GPS_L1,24,-0.9521661065518856,0.9521661065518856,38.2,56.01077847861114
7.0,GPS_28_GPS_L1,28,-3.387069746851921,3.387069746851921,37.1,19.8011579309702
7.0,GPS_2_GPS_L1,2,0.7783556953072548,0.7783556953072548,24.8,47.40594763776239
7.0,GPS_6_GPS_L1,6,3.0162218250334263,3.0162218250334263,37.7,61.95302131580868
8.0,GPS_12_GPS_L1,12,2.16033723577857,2.16033723577857,29.3,31.95056580661892
8.0,GPS_17_GPS_L1,17,13.239811476320028,13.239811476320028,33.9,34.00999467278192
8.0,GPS_19_GPS_L1,19,-3.512058813124895,3.512058813124895,30.8,55.30827422630065
8.0,GPS_24_GPS_L1,24,-10.260069720447063,10.260069720447063,39.0,56.012407164490064
8.0,GPS_28_GPS_L1,28,-11.224031452089548,11.224031452089548,38.5,19.79620257560105
8.0,GPS_2_GPS_L1,2,12.45062005147338,12.45062005147338,25.5,47.41427886454836
8.0,GPS_6_GPS_L1,6,-2.8546087667346,2.8546087667346,39.1,61.95747113145637
9.0,GPS_12_GPS_L1,12,0.24383913353085518,0.24383913353085518,31.3,31.95653381872003
9.0,GPS_17_GPS_L1,17,11.802870281040668,11.802870281040668,32.5,34.00381826606318
9.0,GPS_19_GPS_L1,19,-6.717176645994186,6.717176645994186,30.8,55.30101347606854
9.0,GPS_24_GPS_L1,24,-4.034916989505291,4.034916989505291,39.1,56.01401217607375
9.0,GPS_28_GPS_L1,28,-7.796713277697563,7.796713277697563,38.6,19.79124588986979
9.0,GPS_2_GPS_L1,2,6.567547336220741,6.567547336220741,25.3,47.4225509602581
9.0,GPS_6_GPS_L1,6,-0.06544982269406319,0.06544982269406319,38.7,61.961900823728165
10.0,GPS_12_GPS_L1,12,1.8666276969015598,1.8666276969015598,29.9,31.962504384737304
10.0,GPS_17_GPS_L1,17,9.53665478527546,9.53665478527546,31.4,33.9976582995254
10.0,GPS_19_GPS_L1,19,0.97878048568964,0.97878048568964,30.5,55.29376760658403
10.0,GPS_24_GPS_L1,24,-10.221503011882305,10.221503011882305,38.0,56.01561061920231
10.0,GPS_28_GPS_L1,28,-9.44839821383357,9.44839821383357,37.1,19.78630382860214
10.0,GPS_2_GPS_L1,2,12.88599343970418,12.88599343970418,26.8,47.4308246358148
10.0,GPS_6_GPS_L1,6,-5.598155200481415,5.598155200481415,38.0,61.9663379545304
11.0,GPS_12_GPS_L1,12,2.036925159394741,2.036925159394741,27.3,31.968469356398693
11.0,GPS_17_GPS_L1,17,6.282546404749155,6.282546404749155,28.4,33.99144679213864
11.0,GPS_19_GPS_L1,19,3.6263273507356644,3.6263273507356644,33.3,55.28645738567311
11.0,GPS_24_GPS_L1,24,-10.023575201630592,10.023575201630592,38.4,56.01723380162195
11.0,GPS_28_GPS_L1,28,-7.707980949431658,7.707980949431658,36.1,19.78135771261704
11.0,GPS_2_GPS_L1,2,12.033064600080252,12.033064600080252,28.3,47.43917346760588
11.0,GPS_6_GPS_L1,6,-6.247307363897562,6.247307363897562,38.5,61.97079231732571
12.0,GPS_12_GPS_L1,12,-0.7612899839878082,0.7612899839878082,27.2,31.974443061802543
12.0,GPS_17_GPS_L1,17,16.889077454805374,16.889077454805374,27.7,33.985281219363785
12.0,GPS_19_GPS_L1,19,-2.6825828924775124,2.6825828924775124,33.4,55.279212624549984
12.0,GPS_24_GPS_L1,24,-8.558079317212105,8.558079317212105,37.3,56.01882819594737
12.0,GPS_28_GPS_L1,28,-12.821806851774454,12.821806851774454,37.4,19.77639428761904
12.0,GPS_2_GPS_L1,2,16.44289516285062,16.44289516285062,27.1,47.44742052879317
12.0,GPS_6_GPS_L1,6,-8.508213572204113,8.508213572204113,37.9,61.9752020253631
13.0,GPS_12_GPS_L1,12,1.780126091092825,1.780126091092825,28.4,31.980414481458624
13.0,GPS_17_GPS_L1,17,12.064746897667646,12.064746897667646,29.1,33.979115474427545
13.0,GPS_19_GPS_L1,19,-1.2480168379843235,1.2480168379843235,32.8,55.2719618763655
13.0,GPS_24_GPS_L1,24,-10.342640426009893,10.342640426009893,38.7,56.020421919162736
13.0,GPS_28_GPS_L1,28,-10.77000042423606,10.77000042423606,37.6,19.77144520905884
13.0,GPS_2_GPS_L1,2,13.40786350890994,13.40786350890994,27.5,47.45569347130674
13.0,GPS_6_GPS_L1,6,-4.892078842967749,4.892078842967749,38.5,61.97962720789383
14.0,GPS_12_GPS_L1,12,2.1858491748571396,2.1858491748571396,28.2,31.986404992749065
14.0,GPS_17_GPS_L1,17,-3.380796439945698,3.380796439945698,28.6,33.97297380241995
14.0,GPS_19_GPS_L1,19,5.288007166236639,5.288007166236639,31.9,55.26474584634688
14.0,GPS_24_GPS_L1,24,-4.746022071689367,4.746022071689367,37.8,56.02201323853312
14.0,GPS_28_GPS_L1,28,-0.24353190883994102,0.24353190883994102,37.7,19.766482816294875
14.0,GPS_2_GPS_L1,2,2.6566073521971703,2.6566073521971703,28.9,47.4639132047517
14.0,GPS_6_GPS_L1,6,-1.7601132653653622,1.7601132653653622,37.5,61.98402012912208
15.0,GPS_12_GPS_L1,12,2.707969333976507,2.707969333976507,27.6,31.99236158676108
15.0,GPS_17_GPS_L1,17,6.205439370125532,6.205439370125532,30.0,33.96677409498024
15.0,GPS_19_GPS_L1,19,1.990762498229742,1.990762498229742,31.4,55.257449462239286
15.0,GPS_24_GPS_L1,24,-9.985548872500658,9.985548872500658,38.1,56.023611230896
15.0,GPS_28_GPS_L1,28,-7.493284240365028,7.493284240365028,38.1,19.761541099043523
15.0,GPS_2_GPS_L1,2,10.471646845340729,10.471646845340729,27.5,47.47224907756667
15.0,GPS_6_GPS_L1,6,-3.896984927356243,3.896984927356243,38.3,61.98846800513645
16.0,GPS_12_GPS_L1,12,0.5808672197163105,0.5808672197163105,28.1,31.998344389609105
16.0,GPS_17_GPS_L1,17,6.512759145349264,6.512759145349264,28.2,33.9606294554647
16.0,GPS_19_GPS_L1,19,-2.0772714763879776,2.0772714763879776,31.8,55.250230261942136
16.0,GPS_24_GPS_L1,24,-4.0363794304430485,4.0363794304430485,37.8,56.02519138595107
16.0,GPS_28_GPS_L1,28,-5.114765644073486,5.114765644073486,37.7,19.756578384361543
16.0,GPS_2_GPS_L1,2,5.578158505260944,5.578158505260944,25.0,47.48047050917654
16.0,GPS_6_GPS_L1,6,-1.4433683082461357,1.4433683082461357,38.1,61.992859425905486
17.0,GPS_12_GPS_L1,12,-0.16686579957604408,0.16686579957604408,28.4,32.00432743566971
17.0,GPS_17_GPS_L1,17,9.592875320464373,9.592875320464373,30.7,33.954511736388845
17.0,GPS_19_GPS_L1,19,-2.655128560960293,2.655128560960293,32.6,55.24303620113688
17.0,GPS_24_GPS_L1,24,-4.5477792955935,4.5477792955935,39.4,56.026757944045045
17.0,GPS_28_GPS_L1,28,-7.060125358402729,7.060125358402729,37.5,19.75163871312768
17.0,GPS_2_GPS_L1,2,8.241539914160967,8.241539914160967,27.9,47.48869041711833
17.0,GPS_6_GPS_L1,6,-3.4045162312686443,3.4045162312686443,38.3,61.99726411157072
18.0,GPS_12_GPS_L1,12,-2.2178234197199345,2.2178234197199345,28.5,32.01027803954928
18.0,GPS_17_GPS_L1,17,6.273637495934963,6.273637495934963,28.8,33.94829466386772
18.0,GPS_19_GPS_L1,19,1.2900034487247467,1.2900034487247467,32.7,55.235715928557845
18.0,GPS_24_GPS_L1,24,-1.5421185083687305,1.5421185083687305,38.8,56.02835512886808
18.0,GPS_28_GPS_L1,28,-4.378685638308525,4.378685638308525,37.4,19.74670140933281
18.0,GPS_2_GPS_L1,2,7.802788861095905,7.802788861095905,27.8,47.49706183817007
18.0,GPS_6_GPS_L1,6,-7.227802246809006,7.227802246809006,37.3,62.00171994635227
19.0,GPS_12_GPS_L1,12,-7.312921326607466,7.312921326607466,30.6,32.01626494090466
19.0,GPS_17_GPS_L1,17,5.325515639036894,5.325515639036894,29.4,33.942137545633145
19.0,GPS_19_GPS_L1,19,2.3363772816956043,2.3363772816956043,32.7,55.228485563025934
19.0,GPS_24_GPS_L1,24,-6.142926223576069,6.142926223576069,39.4,56.02993649768683
19.0,GPS_25_GPS_L1,25,6.416567839682102,6.416567839682102,19.3,4.577231774441095
19.0,GPS_28_GPS_L1,28,-8.933233838528395,8.933233838528395,38.2,19.741725234092925
19.0,GPS_2_GPS_L1,2,5.176730711013079,5.176730711013079,27.7,47.50528350708292
19.0,GPS_6_GPS_L1,6,3.133889924734831,3.133889924734831,37.0,62.00609414964628
20.0,GPS_12_GPS_L1,12,-3.143288064748049,3.143288064748049,32.6,32.022245004120265
20.0,GPS_17_GPS_L1,17,-2.202577341347933,2.202577341347933,32.2,33.9359869959851
20.0,GPS_19_GPS_L1,19,5.331812988966703,5.331812988966703,33.1,55.22125514199985
20.0,GPS_24_GPS_L1,24,-2.9201079607009888,2.9201079607009888,39.8,56.03151019375081
20.0,GPS_25_GPS_L1,25,3.003870900720358,3.003870900720358,20.2,4.582642448308339
20.0,GPS_28_GPS_L1,28,-1.8336233012378216,1.8336233012378216,39.7,19.73677112183961
20.0,GPS_2_GPS_L1,2,1.6456559002399445,1.6456559002399445,27.6,47.51353165707194
20.0,GPS_6_GPS_L1,6,0.11825687438249588,0.11825687438249588,38.7,62.01049085027738
21.0,GPS_12_GPS_L1,12,2.321289725601673,2.321289725601673,31.9,32.02821178981481
21.0,GPS_17_GPS_L1,17,-6.3307741060853004,6.3307741060853004,30.2,33.92985622819845
21.0,GPS_19_GPS_L1,19,6.203893002122641,6.203893002122641,35.8,55.21404184167443
21.0,GPS_24_GPS_L1,24,-3.5525068268179893,3.5525068268179893,39.6,56.03306097172164
21.0,GPS_28_GPS_L1,28,1.843395970761776,1.843395970761776,39.2,19.73184010344566
21.0,GPS_2_GPS_L1,2,0.2752979099750519,0.2752979099750519,28.9,47.52178312865478
21.0,GPS_6_GPS_L1,6,-0.7605956867337227,0.7605956867337227,38.2,62.01490678205639
22.0,GPS_12_GPS_L1,12,-0.2374183051288128,0.2374183051288128,32.0,32.034188080964384
22.0,GPS_17_GPS_L1,17,1.4707885906100273,1.4707885906100273,29.7,33.9236776683069
22.0,GPS_19_GPS_L1,19,1.4795651659369469,1.4795651659369469,36.5,55.2067770768341
22.0,GPS_24_GPS_L1,24,-1.6024526543915272,1.6024526543915272,40.4,56.03464336201775
22.0,GPS_28_GPS_L1,28,-1.5913388803601265,1.5913388803601265,40.2,19.726882150710203
22.0,GPS_2_GPS_L1,2,3.2199364863336086,3.2199364863336086,31.2,47.53006976385612
22.0,GPS_6_GPS_L1,6,-2.7390804141759872,2.7390804141759872,38.2,62.0193079786234
23.0,GPS_12_GPS_L1,12,0.08251712843775749,0.08251712843775749,32.2,32.04015236138928
23.0,GPS_17_GPS_L1,17,-1.5131485015153885,1.5131485015153885,27.3,33.91746091276609
23.0,GPS_19_GPS_L1,19,8.312183894217014,8.312183894217014,37.5,55.199469097044194
23.0,GPS_24_GPS_L1,24,-4.604290425777435,4.604290425777435,40.8,56.03623277960899
23.0,GPS_28_GPS_L1,28,-1.5776494666934013,1.5776494666934013,41.5,19.72191195862461
23.0,GPS_2_GPS_L1,2,7.261734701693058,7.261734701693058,30.0,47.53839139231859
23.0,GPS_6_GPS_L1,6,-7.961347308009863,7.961347308009863,38.1,62.02371189350372
24.0,GPS_12_GPS_L1,12,-1.759019773453474,1.759019773453474,32.0,32.04612633888323
24.0,GPS_17_GPS_L1,17,-3.91880614310503,3.91880614310503,28.1,33.9112501322149
24.0,GPS_19_GPS_L1,19,4.4433462880551815,4.4433462880551815,37.2,55.19217013949112
24.0,GPS_24_GPS_L1,24,2.6152594201266766,2.6152594201266766,39.9,56.037824256425694
24.0,GPS_28_GPS_L1,28,2.8405853249132633,2.8405853249132633,40.0,19.7169362516647
24.0,GPS_2_GPS_L1,2,-0.4962775558233261,0.4962775558233261,30.4,47.54669887278077
24.0,GPS_6_GPS_L1,6,-3.7250875420868397,3.7250875420868397,38.2,62.02810264987359
25.0,GPS_12_GPS_L1,12,-0.9219855591654778,0.9219855591654778,31.3,32.052098232795366
25.0,GPS_17_GPS_L1,17,-5.8027247823774815,5.8027247823774815,29.6,33.90509526967533
25.0,GPS_19_GPS_L1,19,4.443809740245342,4.443809740245342,37.0,55.18493637390981
25.0,GPS_24_GPS_L1,24,2.542999804019928,2.542999804019928,39.7,56.039378507980665
25.0,GPS_28_GPS_L1,28,3.9231857284903526,3.9231857284903526,39.9,19.7119775366196
25.0,GPS_2_GPS_L1,2,-2.3526741340756416,2.3526741340756416,30.9,47.5549449930258
25.0,GPS_6_GPS_L1,6,-1.8326107747852802,1.8326107747852802,38.4,62.032487384641925
26.0,GPS_12_GPS_L1,12,-4.278072465211153,4.278072465211153,30.8,32.058066851077406
26.0,GPS_17_GPS_L1,17,-2.9992974773049355,2.9992974773049355,28.5,33.89888976217
26.0,GPS_19_GPS_L1,19,1.9065425097942352,1.9065425097942352,36.8,55.17763812408343
26.0,GPS_24_GPS_L1,24,7.777633339166641,7.777633339166641,39.7,56.04096045975522
26.0,GPS_28_GPS_L1,28,4.421732444316149,4.421732444316149,39.3,19.70701746553713
26.0,GPS_2_GPS_L1,2,-3.219566162675619,3.219566162675619,27.9,47.56327085168344
26.0,GPS_6_GPS_L1,6,-3.6089721992611885,3.6089721992611885,38.2,62.03689120971166
27.0,GPS_12_GPS_L1,12,-28.088827058672905,28.088827058672905,28.0,32.064041512827586
27.0,GPS_17_GPS_L1,17,-10.945391844958067,10.945391844958067,27.0,33.89274994226704
27.0,GPS_19_GPS_L1,19,15.777280069887638,15.777280069887638,37.1,55.17041573153211
27.0,GPS_24_GPS_L1,24,6.018843457102776,6.018843457102776,40.4,56.042507926700274
27.0,GPS_25_GPS_L1,25,18.361526291817427,18.361526291817427,22.0,4.620490807209329
27.0,GPS_28_GPS_L1,28,-2.389543954282999,2.389543954282999,40.6,19.70207732463644
27.0,GPS_2_GPS_L1,2,-8.816927552223206,8.816927552223206,29.1,47.5715288447508
27.0,GPS_6_GPS_L1,6,10.083040595054626,10.083040595054626,38.5,62.04128658846116
28.0,GPS_12_GPS_L1,12,-27.85398979857564,27.85398979857564,31.1,32.07003044482119
28.0,GPS_17_GPS_L1,17,-0.5819709971547127,0.5819709971547127,27.5,33.88661892697286
28.0,GPS_19_GPS_L1,19,9.031490053981543,9.031490053981543,36.7,55.163204633805385
28.0,GPS_24_GPS_L1,24,2.358233582228422,2.358233582228422,40.8,56.044060945411736
28.0,GPS_25_GPS_L1,25,18.67456565052271,18.67456565052271,21.2,4.625909166139506
28.0,GPS_28_GPS_L1,28,-9.349287081509829,9.349287081509829,40.6,19.69713402720393
28.0,GPS_2_GPS_L1,2,-3.9259251952171326,3.9259251952171326,28.9,47.57977469465433
28.0,GPS_6_GPS_L1,6,11.646883804351091,11.646883804351091,38.6,62.04566947756619
29.0,GPS_12_GPS_L1,12,-28.269321873784065,28.269321873784065,27.2,32.07600121359844
29.0,GPS_17_GPS_L1,17,-0.14758393913507462,0.14758393913507462,30.7,33.88045536865387
29.0,GPS_19_GPS_L1,19,10.290636949241161,10.290636949241161,37.1,55.155952418284855
29.0,GPS_24_GPS_L1,24,3.906178694218397,3.906178694218397,40.7,56.04561490871867
29.0,GPS_25_GPS_L1,25,17.676512349396944,17.676512349396944,21.5,4.631316677239648
29.0,GPS_28_GPS_L1,28,-8.643968399614096,8.643968399614096,40.1,19.69219249089116
29.0,GPS_2_GPS_L1,2,-2.149395491927862,2.149395491927862,30.7,47.58806852772925
29.0,GPS_6_GPS_L1,6,7.336941711604595,7.336941711604595,38.4,62.05007027176255
30.0,GPS_12_GPS_L1,12,-29.551650531589985,29.551650531589985,27.8,32.081975564418784
30.0,GPS_17_GPS_L1,17,-9.0769232660532,9.0769232660532,29.1,33.87421973298608
30.0,GPS_19_GPS_L1,19,17.691076397895813,17.691076397895813,37.3,55.14862348609814
30.0,GPS_24_GPS_L1,24,-5.989680480211973,5.989680480211973,40.5,56.04720685266261
30.0,GPS_25_GPS_L1,25,24.24961307272315,24.24961307272315,18.9,4.636734680813755
30.0,GPS_28_GPS_L1,28,-11.105503138154745,11.105503138154745,39.9,19.68721056748066
30.0,GPS_2_GPS_L1,2,-5.590820003300905,5.590820003300905,30.3,47.59640986278163
30.0,GPS_6_GPS_L1,6,19.373887982219458,19.373887982219458,38.1,62.054452073825146
31.0,GPS_12_GPS_L1,12,-23.482573971152306,23.482573971152306,29.6,32.087951871202286
31.0,GPS_17_GPS_L1,17,0.4724814034998417,0.4724814034998417,29.5,33.86807292908319
31.0,GPS_19_GPS_L1,19,13.346473190933466,13.346473190933466,37.3,55.1413910754795
31.0,GPS_24_GPS_L1,24,-4.298512261360884,4.298512261360884,41.3,56.04875117487
31.0,GPS_25_GPS_L1,25,16.647007007151842,16.647007007151842,19.0,4.6421448707873925
31.0,GPS_28_GPS_L1,28,-11.756758525967598,11.756758525967598,39.9,19.68227180561966
31.0,GPS_2_GPS_L1,2,3.9802940413355827,3.9802940413355827,28.8,47.60468545897914
31.0,GPS_6_GPS_L1,6,5.091589085757732,5.091589085757732,38.3,62.05884361600299
32.0,GPS_12_GPS_L1,12,-28.037739351391792,28.037739351391792,30.7,32.09392950918799
32.0,GPS_17_GPS_L1,17,3.846361245959997,3.846361245959997,32.0,33.86194260115069
32.0,GPS_19_GPS_L1,19,11.966752883046865,11.966752883046865,37.5,55.1341820517473
32.0,GPS_24_GPS_L1,24,-6.142333686351776,6.142333686351776,41.2,56.05028157536275
32.0,GPS_25_GPS_L1,25,20.56312259659171,20.56312259659171,21.7,4.647551426060438
32.0,GPS_28_GPS_L1,28,-16.31554562225938,16.31554562225938,40.1,19.67732727798193
32.0,GPS_2_GPS_L1,2,4.2540825717151165,4.2540825717151165,29.9,47.61292489519866
32.0,GPS_6_GPS_L1,6,9.865299370139837,9.865299370139837,38.8,62.06321898921395
33.0,GPS_12_GPS_L1,12,1.1310796551406384,1.1310796551406384,29.2,32.09989942267201
33.0,GPS_17_GPS_L1,17,-5.57246258109808,5.57246258109808,31.2,33.855705128587154
33.0,GPS_19_GPS_L1,19,7.149335470050573,7.149335470050573,38.3,55.12684978441466
33.0,GPS_24_GPS_L1,24,-2.7585564106702805,2.7585564106702805,40.4,56.05186355048071
33.0,GPS_28_GPS_L1,28,1.594426155090332,1.594426155090332,40.7,19.67234811738973
33.0,GPS_2_GPS_L1,2,1.702488623559475,1.702488623559475,32.0,47.62127404523336
33.0,GPS_6_GPS_L1,6,-3.246310915797949,3.246310915797949,39.5,62.06759950760302
34.0,GPS_12_GPS_L1,12,2.1869812607765198,2.1869812607765198,28.9,32.10587963477036
34.0,GPS_17_GPS_L1,17,5.029553446918726,5.029553446918726,31.7,33.84957250321382
34.0,GPS_19_GPS_L1,19,-0.31377580761909485,0.31377580761909485,36.6,55.11964027213642
34.0,GPS_24_GPS_L1,24,-6.822139341384172,6.822139341384172,39.6,56.05339113868942
34.0,GPS_28_GPS_L1,28,-5.415980912744999,5.415980912744999,38.8,19.667396608375785
34.0,GPS_2_GPS_L1,2,6.482952259480953,6.482952259480953,31.7,47.629507276067
34.0,GPS_6_GPS_L1,6,-1.1475909166038036,1.1475909166038036,37.4,62.071963084963336
35.0,GPS_12_GPS_L1,12,3.184007626026869,3.184007626026869,29.5,32.111857733125944
35.0,GPS_17_GPS_L1,17,-0.12868549302220345,0.12868549302220345,31.6,33.84339376525679
35.0,GPS_19_GPS_L1,19,0.027505304664373398,0.027505304664373398,37.8,55.11237362225781
35.0,GPS_24_GPS_L1,24,-5.132886979728937,5.132886979728937,40.1,56.05494363960751
35.0,GPS_28_GPS_L1,28,-1.7934962585568428,1.7934962585568428,40.1,19.662439845514907
35.0,GPS_2_GPS_L1,2,1.2297608405351639,1.2297608405351639,31.4,47.63780628442085
35.0,GPS_6_GPS_L1,6,2.613794967532158,2.613794967532158,39.0,62.07633873080165
36.0,GPS_12_GPS_L1,12,3.0623524375259876,3.0623524375259876,29.0,32.11783475724528
36.0,GPS_17_GPS_L1,17,0.1517401486635208,0.1517401486635208,31.8,33.83720234706146
36.0,GPS_19_GPS_L1,19,4.0729658752679825,4.0729658752679825,38.2,55.105096330672325
36.0,GPS_24_GPS_L1,24,-7.8103210888803005,7.8103210888803005,40.1,56.05649701665475
36.0,GPS_28_GPS_L1,28,-3.3210249692201614,3.3210249692201614,40.0,19.657469206728447
36.0,GPS_2_GPS_L1,2,5.902770146727562,5.902770146727562,31.8,47.64610102489132
36.0,GPS_6_GPS_L1,6,-2.058482564985752,2.058482564985752,39.1,62.08070173424333
37.0,GPS_12_GPS_L1,12,1.0889700464904308,1.0889700464904308,28.7,32.12381456797716
37.0,GPS_17_GPS_L1,17,3.94340643286705,3.94340643286705,32.6,33.83104029742588
37.0,GPS_19_GPS_L1,19,2.087148506194353,2.087148506194353,39.2,55.09785176721968
37.0,GPS_24_GPS_L1,24,-5.875617541372776,5.875617541372776,40.8,56.05803439493018
37.0,GPS_28_GPS_L1,28,-4.661264546215534,4.661264546215534,41.2,19.652510245658465
37.0,GPS_2_GPS_L1,2,7.360222399234772,7.360222399234772,32.9,47.6543708956652
37.0,GPS_6_GPS_L1,6,-3.9428652971982956,3.9428652971982956,39.0,62.085063175397885
38.0,GPS_12_GPS_L1,12,0.4377306029200554,0.4377306029200554,28.0,32.12977691920401
38.0,GPS_17_GPS_L1,17,-0.9485393017530441,0.9485393017530441,31.7,33.8248660948798
38.0,GPS_19_GPS_L1,19,3.8306958712637424,3.8306958712637424,38.2,55.09058773977129
38.0,GPS_24_GPS_L1,24,-2.6039365008473396,2.6039365008473396,40.4,56.05956310417203
38.0,GPS_28_GPS_L1,28,-0.7564722895622253,0.7564722895622253,40.6,19.64756418895225
38.0,GPS_2_GPS_L1,2,3.234674535691738,3.234674535691738,31.4,47.66267588124119
38.0,GPS_6_GPS_L1,6,-3.1941529251635075,3.1941529251635075,39.3,62.08944649735224
39.0,GPS_12_GPS_L1,12,2.5125029906630516,2.5125029906630516,30.3,32.13577192104322
39.0,GPS_17_GPS_L1,17,1.7549730278551579,1.7549730278551579,33.0,33.81874096481508
39.0,GPS_19_GPS_L1,19,0.30751799419522285,0.30751799419522285,38.8,55.0833900240598
39.0,GPS_24_GPS_L1,24,-5.519090157002211,5.519090157002211,40.2,56.06108574786543
39.0,GPS_28_GPS_L1,28,-3.0690674670040607,3.0690674670040607,40.2,19.64260328244592
39.0,GPS_2_GPS_L1,2,3.471613809466362,3.471613809466362,32.9,47.67089080387672
