t,satellite_id,visible,azimuth_deg,elevation_deg,fusion_spoof_prob
240.0,IRNSS-1C,True,170.39427047250084,49.90331462124277,1.5589273033430116e-05
240.0,IRNSS-1E,True,129.55929000570154,36.21283823191272,1.5885451173815204e-05
240.0,IRNSS-1F,True,240.7849852879388,28.10070083578382,2.2320850427425393e-05
240.0,IRNSS-1B,True,217.09513049218447,43.95568722984717,2.9879309905183346e-05
240.0,IRNSS-1D,True,170.45434835085064,34.61847097828338,1.4905348661389813e-05
240.0,IRNSS-1G,True,168.1993589410514,66.52613773352188,1.479607463888053e-05
240.0,IRNSS-1I,False,226.83767612048138,-0.8825892691200018,
270.0,IRNSS-1C,True,170.3942691080005,49.903314499293494,1.2318699417797187e-05
270.0,IRNSS-1E,True,129.55928918101756,36.2128376847466,1.6510510187531364e-05
270.0,IRNSS-1F,True,240.78498462275036,28.1007014430864,7.60601650092985e-05
270.0,IRNSS-1B,True,217.16385890496719,44.00578279725117,1.5996975922501067e-05
270.0,IRNSS-1D,True,170.4560383648268,34.67919597473097,1.6733027220478964e-05
270.0,IRNSS-1G,True,168.1952729252486,66.58927821242561,1.2255866803423245e-05
270.0,IRNSS-1I,False,226.82709713589315,-0.8708447196076479,
300.0,IRNSS-1C,True,170.39426774350017,49.903314377344216,4.423498249530739e-05
300.0,IRNSS-1E,True,129.55928835633355,36.21283713758046,2.8322439071322334e-05
300.0,IRNSS-1F,True,240.78498395756188,28.100702050388985,6.984926387134295e-05
300.0,IRNSS-1B,True,217.23271160615394,44.05583775028928,1.4833968963637088e-05
300.0,IRNSS-1D,True,170.45779580582763,34.73999593464722,1.4891365425118496e-05
300.0,IRNSS-1G,True,168.19102475978346,66.65234540363676,1.4925672188463587e-05
300.0,IRNSS-1I,False,226.81662384169138,-0.8589939897501085,
330.0,IRNSS-1C,True,170.39426637899987,49.9033142553949,1.3596638631465773e-05
330.0,IRNSS-1E,True,129.5592875316496,36.21283659041432,1.4780358637612898e-05
330.0,IRNSS-1F,True,240.7849832923734,28.10070265769156,1.1158847571268089e-05
330.0,IRNSS-1B,True,217.3016883577729,44.10585187066174,1.728419328350354e-05
330.0,IRNSS-1D,True,170.45962068478732,34.80087057960675,1.4642172588249478e-05
330.0,IRNSS-1G,True,168.18661290854223,66.71533894146185,1.1183744357821863e-05
330.0,IRNSS-1I,False,226.80625644880402,-0.8470372765509521,
360.0,IRNSS-1C,True,170.39426501449955,49.90331413344557,1.316792025729832e-05
360.0,IRNSS-1E,True,129.55928670696565,36.212836043248174,2.463810637530507e-05
360.0,IRNSS-1F,True,240.78498262718492,28.10070326499413,1.322212299356254e-05
360.0,IRNSS-1B,True,217.3707889198777,44.15582494091789,1.8862693783594803e-05
360.0,IRNSS-1D,True,170.46151301202298,34.861819630962714,0.0001097847735262222
360.0,IRNSS-1G,True,168.18203582513317,66.77825845962582,2.948584504508787e-05
360.0,IRNSS-1I,False,226.7959951674897,-0.8349747778011071,
390.0,IRNSS-1C,True,170.39426364999926,49.90331401149624,1.6609863106260836e-05
390.0,IRNSS-1E,True,129.55928588228173,36.21283549608203,1.5643102700449787e-05
390.0,IRNSS-1F,True,240.78498196199644,28.1007038722967,4.185341673325303e-05
390.0,IRNSS-1B,True,217.44001305054076,44.205756744460004,2.548221504505448e-05
390.0,IRNSS-1D,True,170.46347279723477,34.922842809847786,3.6656799397433695e-05
390.0,IRNSS-1G,True,168.17729195282834,66.8411035912651,1.564655484755668e-05
390.0,IRNSS-1I,False,226.78584020733425,-0.8228066920756156,
420.0,IRNSS-1C,True,170.39426228549894,49.90331388954689,1.317348710207553e-05
420.0,IRNSS-1E,True,129.55928505759778,36.21283494891586,1.1439395541223213e-05
420.0,IRNSS-1F,True,240.78498129680793,28.100704479599276,5.642128064616579e-05
420.0,IRNSS-1B,True,217.50936050584644,44.25564706554758,1.1368704585811443e-05
420.0,IRNSS-1D,True,170.46550004950566,34.98393983717533,1.7115687036238604e-05
420.0,IRNSS-1G,True,168.1723797245049,66.90387396892065,1.668746971695923e-05
420.0,IRNSS-1I,False,226.77579177724695,-0.8105332187302632,
450.0,IRNSS-1C,True,170.39426092099868,49.9033137675975,4.4324020589658184e-05
450.0,IRNSS-1E,True,129.55928423291388,36.2128344017497,2.0054200152647892e-05
450.0,IRNSS-1F,True,240.78498063161942,28.10070508690184,2.7179128470369503e-05
450.0,IRNSS-1B,True,217.57883103988453,44.30549568930127,1.7693958393842313e-05
450.0,IRNSS-1D,True,170.46759477730146,35.04511043364043,3.528330855573001e-05
450.0,IRNSS-1G,True,168.1672975625865,66.96656922453087,1.7674263964472493e-05
450.0,IRNSS-1I,False,226.76585008545695,-0.7981545578983532,
480.0,IRNSS-1C,True,170.3942595564984,49.90331364564811,1.1972995489555269e-05
480.0,IRNSS-1E,True,129.55928340823,36.212833854583536,2.6969827737429145e-05
480.0,IRNSS-1F,True,240.78497996643088,28.1007056942044,2.0754489930489297e-05
480.0,IRNSS-1B,True,217.64842440474325,44.35530240170704,1.8464604490021303e-05
480.0,IRNSS-1D,True,170.4697569884707,35.10635431972103,1.1801676386165075e-05
480.0,IRNSS-1G,True,168.16204387898483,67.02918898942453,1.1803364062942394e-05
480.0,IRNSS-1I,False,226.75601533950996,-0.7856709104873064,
510.0,IRNSS-1C,True,170.39425819199812,49.903313523698706,1.5943656525815337e-05
510.0,IRNSS-1E,True,129.5592825835461,36.212833307417355,1.4626331396955295e-05
510.0,IRNSS-1F,True,240.78497930124234,28.100706301506953,1.456238612780841e-05
510.0,IRNSS-1B,True,217.7181403505027,44.40506698962026,1.9931471654642696e-05
510.0,IRNSS-1D,True,170.4719866902446,35.167671215678965,2.0879416454363695e-05
510.0,IRNSS-1G,True,168.1566170750409,67.0917328943135,4.2305270091163846e-05
510.0,IRNSS-1I,False,226.74628774626464,-0.7730824781753801,
540.0,IRNSS-1C,True,170.39425682749786,49.90331340174928,1.2877433503535773e-05
540.0,IRNSS-1E,True,129.55928175886223,36.21283276025119,1.29304414038032e-05
540.0,IRNSS-1F,True,240.7849786360538,28.10070690880952,6.032568120502859e-05
540.0,IRNSS-1B,True,217.78797862522836,44.45478924076965,1.3680119497155104e-05
540.0,IRNSS-1D,True,170.47428388923686,35.22906084156105,4.842096635058061e-05
540.0,IRNSS-1G,True,168.15101554146716,67.15420056928555,2.4085497153196632e-05
540.0,IRNSS-1I,False,226.736667511889,-0.7603894634082988,
570.0,IRNSS-1C,True,170.39425546299762,49.90331327979984,1.7210142811233674e-05
570.0,IRNSS-1E,True,129.5592809341784,36.212832213084994,1.2147536152285142e-05
570.0,IRNSS-1F,True,240.78497797086527,28.100707516112077,2.0953127720142463e-05
570.0,IRNSS-1B,True,217.85793897496413,44.50446894376148,1.6704875783174335e-05
570.0,IRNSS-1D,True,170.4766485914437,35.29052291720017,1.2108056042490091e-05
570.0,IRNSS-1G,True,168.1452376582887,67.21659164379692,1.4868187470603363e-05
570.0,IRNSS-1I,False,226.72715484185716,-0.7475920693959258,
600.0,IRNSS-1C,True,170.39425409849736,49.90331315785037,3.362355689295506e-05
600.0,IRNSS-1E,True,129.55928010949452,36.2128316659188,1.983596833348351e-05
600.0,IRNSS-1F,True,240.7849773056767,28.10070812341462,3.5178395276851555e-05
600.0,IRNSS-1B,True,217.92802114372603,44.55410588808354,8.630259692743057e-05
600.0,IRNSS-1D,True,170.47908080224366,35.35205716221636,1.1847708010358204e-05
600.0,IRNSS-1G,True,168.1392817947852,67.27890574666507,1.1799391514655063e-05
600.0,IRNSS-1I,False,226.71774994094582,-0.7346905001088768,
630.0,IRNSS-1C,True,170.39425273399712,49.903313035900894,1.2635199049060089e-05
630.0,IRNSS-1E,True,129.5592792848107,36.212831118752604,1.3311025605180167e-05
630.0,IRNSS-1F,True,240.78497664048814,28.100708730717173,1.811906483907761e-05
630.0,IRNSS-1B,True,217.99822487349536,44.603699864109274,4.309901337656758e-05
630.0,IRNSS-1D,True,170.48158052639738,35.413663296017845,1.2729102424099483e-05
630.0,IRNSS-1G,True,168.13314630943307,67.34114250606105,1.6437889209445577e-05
630.0,IRNSS-1I,False,226.7084530132308,-0.7216849602751905,
660.0,IRNSS-1C,True,170.39425136949686,49.9033129139514,1.8862043767087394e-05
660.0,IRNSS-1E,True,129.5592784601269,36.21283057158641,1.951897927832352e-05
660.0,IRNSS-1F,True,240.78497597529955,28.10070933801972,2.448197169586711e-05
660.0,IRNSS-1B,True,218.0685499042122,44.65325066310176,1.6709578578536825e-05
660.0,IRNSS-1D,True,170.48414776804748,35.475341037802096,2.7056110711923044e-05
660.0,IRNSS-1G,True,168.12682954984714,67.40330154950189,1.663938719207663e-05
660.0,IRNSS-1I,False,226.69926426208374,-0.708575655376913,
690.0,IRNSS-1C,True,170.39425000499665,49.90331279200189,1.3414337985574126e-05
690.0,IRNSS-1E,True,129.5592776354431,36.212830024420185,2.131777811987286e-05
690.0,IRNSS-1F,True,240.78497531011095,28.10070994532225,1.1574619708915404e-05
690.0,IRNSS-1B,True,218.13899597376897,44.70275807721781,1.5656841796901805e-05
690.0,IRNSS-1D,True,170.48678253071864,35.53709010655696,1.1482641414334502e-05
690.0,IRNSS-1G,True,168.12032985272307,67.46538250384317,2.0258736930094653e-05
690.0,IRNSS-1I,False,226.69018389016875,-0.6953627916467454,
720.0,IRNSS-1C,True,170.39424864049641,49.90331267005237,1.0987320547295699e-05
720.0,IRNSS-1E,True,129.55927681075931,36.21282947725398,1.096553786946297e-05
720.0,IRNSS-1F,True,240.78497464492239,28.100710552624793,1.564926765134562e-05
720.0,IRNSS-1B,True,218.2095628180037,44.75222189951197,1.260169493362062e-05
720.0,IRNSS-1D,True,170.489484817317,35.59891022106163,1.6601996522288298e-05
720.0,IRNSS-1G,True,168.11364554377954,67.52738499527118,1.7547234985247985e-05
720.0,IRNSS-1I,False,226.68121209943897,-0.6820465760646367,
750.0,IRNSS-1C,True,170.39424727599624,49.90331254810281,1.591800263694722e-05
750.0,IRNSS-1E,True,129.55927598607553,36.21282893008775,1.812647080164302e-05
750.0,IRNSS-1F,True,240.78497397973376,28.100711159927332,5.192049454433109e-05
750.0,IRNSS-1B,True,218.28025017069373,44.801641923940636,1.5854662960240468e-05
750.0,IRNSS-1D,True,170.49225463013025,35.66080109988778,2.663141392282995e-05
750.0,IRNSS-1G,True,168.106774937701,67.5893086492951,2.20780219430404e-05
750.0,IRNSS-1I,False,226.6723490911334,-0.6686272163543974,
780.0,IRNSS-1C,True,170.39424591149603,49.90331242615325,1.7916415422630387e-05
780.0,IRNSS-1E,True,129.55927516139175,36.21282838292152,1.6198230689505435e-05
780.0,IRNSS-1F,True,240.78497331454514,28.10071176722986,6.359806221910905e-05
780.0,IRNSS-1B,True,218.35105776354905,44.85101794536599,1.3035991564859898e-05
780.0,IRNSS-1D,True,170.49509197082742,35.72276246140055,1.3047420297090256e-05
780.0,IRNSS-1G,True,168.09971633808001,67.65115309073927,7.357653050772625e-05
780.0,IRNSS-1I,False,226.66359506577353,-0.6551049209802499,
810.0,IRNSS-1C,True,170.39424454699582,49.903312304203666,2.4530366378345794e-05
810.0,IRNSS-1E,True,129.55927433670803,36.212827835755306,1.1237778290244665e-05
810.0,IRNSS-1F,True,240.78497264935652,28.100712374532392,1.5557631508276126e-05
810.0,IRNSS-1B,True,218.42198532620608,44.90034975956009,3.60694568747798e-05
810.0,IRNSS-1D,True,170.4979968404585,35.784794023759666,1.1192142269543742e-05
810.0,IRNSS-1G,True,168.0924680373605,67.71291794373515,1.1189616799332074e-05
810.0,IRNSS-1I,False,226.65495022316014,-0.6414798991434674,
840.0,IRNSS-1C,True,170.39424318249564,49.903312182254076,5.311642745307218e-05
840.0,IRNSS-1E,True,129.5592735120243,36.21282728858906,2.224893980846767e-05
840.0,IRNSS-1F,True,240.7849719841679,28.10071298183492,1.8389543531339775e-05
840.0,IRNSS-1B,True,218.49303258622095,44.94963716320887,2.5219491699431015e-05
840.0,IRNSS-1D,True,170.5009692394544,35.846895504920404,1.845374038674918e-05
840.0,IRNSS-1G,True,168.0850283167807,67.77460283171337,1.9477641977469198e-05
840.0,IRNSS-1I,False,226.64641476236994,-0.6277523607788985,
870.0,IRNSS-1C,True,170.39424181799544,49.90331206030446,2.8826667756319665e-05
870.0,IRNSS-1E,True,129.55927268734058,36.21282674142282,1.2833965332022599e-05
870.0,IRNSS-1F,True,240.78497131897925,28.100713589137438,3.274882904992955e-05
870.0,IRNSS-1B,True,218.56419926906338,44.99887995391621,1.2689337767683909e-05
870.0,IRNSS-1D,True,170.50400916762655,35.90906662263473,1.623301395096791e-05
870.0,IRNSS-1G,True,168.07739544631642,67.83620737739567,1.3058570469815737e-05
870.0,IRNSS-1I,False,226.63798888175253,-0.6139225165515747,
900.0,IRNSS-1C,True,170.39424045349529,49.903311938354825,1.190481613783e-05
900.0,IRNSS-1E,True,129.55927186265686,36.21282619425656,1.147138840514967e-05
900.0,IRNSS-1F,True,240.7849706537906,28.100714196439963,1.1751835595523904e-05
900.0,IRNSS-1B,True,218.63548509811017,45.04807793020786,1.1440071177154118e-05
900.0,IRNSS-1D,True,170.50711662416666,35.97130709445228,2.3622475748449897e-05
900.0,IRNSS-1G,True,168.0695676846249,67.89773120278669,4.986236201138849e-05
900.0,IRNSS-1I,False,226.62967277892704,-0.5999905778532514,
930.0,IRNSS-1C,True,170.3942390889951,49.90331181640518,2.818895245569916e-05
930.0,IRNSS-1E,True,129.5592710379732,36.21282564709031,1.2072540798799741e-05
930.0,IRNSS-1F,True,240.78496998860192,28.100714803742488,1.2148326384441366e-05
930.0,IRNSS-1B,True,218.7068897946388,45.09723089153549,1.7256332870943146e-05
930.0,IRNSS-1D,True,170.5102916076465,36.03361663772139,1.8784263359997776e-05
930.0,IRNSS-1G,True,168.06154327898858,67.95917392916576,2.4726240633632415e-05
930.0,IRNSS-1I,False,226.62146665077918,-0.5859567567989415,
960.0,IRNSS-1C,True,170.39423772449496,49.90331169445552,2.3256212762997442e-05
960.0,IRNSS-1E,True,129.5592702132895,36.212825099924046,1.1110597538210705e-05
960.0,IRNSS-1F,True,240.78496932341326,28.100715411044995,1.1592518472450638e-05
960.0,IRNSS-1B,True,218.7784130778213,45.146338638280724,2.7793203132984124e-05
960.0,IRNSS-1D,True,170.5135341160176,36.095994969590194,1.1132320085690037e-05
960.0,IRNSS-1G,True,168.05332046525916,68.02053517707864,1.4476566750162476e-05
960.0,IRNSS-1I,False,226.6133706934578,-0.5718212662234939,
990.0,IRNSS-1C,True,170.39423635999478,49.903311572505835,2.5680305236497656e-05
990.0,IRNSS-1E,True,129.5592693886058,36.21282455275778,2.827911761194425e-05
990.0,IRNSS-1F,True,240.78496865822459,28.100716018347505,1.5272821787423815e-05
990.0,IRNSS-1B,True,218.8500546647179,45.19540097175908,1.3929427756025469e-05
990.0,IRNSS-1D,True,170.51684414661096,36.15844180700756,1.5021176412122765e-05
990.0,IRNSS-1G,True,168.04489746780234,68.08181456632907,1.384376018545758e-05
990.0,IRNSS-1I,False,226.60538510237208,-0.5575843196780946,
1020.0,IRNSS-1C,True,170.39423499549466,49.90331145055613,1.4450135754565411e-05
1020.0,IRNSS-1E,True,129.55926856392216,36.2128240055915,2.2090987088219274e-05
1020.0,IRNSS-1F,True,240.78496799303588,28.100716625650023,4.162641967776494e-05
1020.0,IRNSS-1B,True,218.92181427027057,45.24441769422396,1.1581863872382172e-05
1020.0,IRNSS-1D,True,170.52022169613662,36.22095686672426,0.00010218287436729282
1020.0,IRNSS-1G,True,168.0362724994424,68.14301171597037,1.1559264138180275e-05
1020.0,IRNSS-1I,False,226.59751007218821,-0.5432461314268204,
1050.0,IRNSS-1C,True,170.39423363099453,49.903311328606414,3.072901875741331e-05
1050.0,IRNSS-1E,True,129.55926773923852,36.21282345842522,3.211055813147313e-05
1050.0,IRNSS-1F,True,240.7849673278472,28.100717232952515,2.5416229293760535e-05
1050.0,IRNSS-1B,True,218.99369160729717,45.29338860887067,1.703896085566295e-05
1050.0,IRNSS-1D,True,170.52366676068343,36.28353986529387,1.322020846417575e-05
1050.0,IRNSS-1G,True,168.02744376140754,68.20412624429686,1.3323928839241302e-05
1050.0,IRNSS-1I,False,226.58974579682646,-0.5288069164431651,
1080.0,IRNSS-1C,True,170.39423226649438,49.903311206656674,1.4842525330561202e-05
1080.0,IRNSS-1E,True,129.55926691455488,36.21282291125894,1.3688390737021503e-05
1080.0,IRNSS-1F,True,240.78496666265846,28.10071784025502,1.5830420428677704e-05
1080.0,IRNSS-1B,True,219.06568638648497,45.342313519840346,1.3634130117822077e-05
1080.0,IRNSS-1D,True,170.5271793357187,36.34619051907385,3.973523532961832e-05
1080.0,IRNSS-1G,True,168.01840944327532,68.26515776883534,4.087696229464893e-05
1080.0,IRNSS-1I,False,226.58209246945808,-0.5142668904065208,
1110.0,IRNSS-1C,True,170.39423090199426,49.90331108470693,1.1255660941513333e-05
1110.0,IRNSS-1E,True,129.55926608987127,36.21282236409265,1.1429856278387444e-05
1110.0,IRNSS-1F,True,240.78496599746975,28.10071844755751,1.181401162213768e-05
1110.0,IRNSS-1B,True,219.1377983163846,45.391192232223936,3.5484062502939965e-05
1110.0,IRNSS-1D,True,170.5307594160878,36.40890854422656,1.1366701305533602e-05
1110.0,IRNSS-1G,True,168.00916772291856,68.32610590633628,1.87886964625891e-05
1110.0,IRNSS-1I,False,226.57455028250223,-0.49962626969870416,
1140.0,IRNSS-1C,True,170.39422953749414,49.90331096275715,6.516602590936145e-05
1140.0,IRNSS-1E,True,129.5592652651877,36.21282181692635,1.6278678209327053e-05
1140.0,IRNSS-1F,True,240.78496533228102,28.100719054860022,1.725367630226995e-05
1140.0,IRNSS-1B,True,219.21002710340386,45.44002455206618,2.348580798094741e-05
1140.0,IRNSS-1D,True,170.5344069960137,36.4716936567203,1.6384562608733904e-05
1140.0,IRNSS-1G,True,167.99971676645183,68.38697027276514,2.7339658949393545e-05
1140.0,IRNSS-1I,False,226.56711942762308,-0.48488527140047016,
1170.0,IRNSS-1C,True,170.39422817299405,49.90331084080737,1.3573753390980612e-05
1170.0,IRNSS-1E,True,129.5592644405041,36.21282126976005,1.2663460707910366e-05
1170.0,IRNSS-1F,True,240.78496466709228,28.100719662162515,4.8926942994727245e-05
1170.0,IRNSS-1B,True,219.2823724518018,45.4888102863695,1.108385596532545e-05
1170.0,IRNSS-1D,True,170.53812206909677,36.53454557233029,1.2581144147835065e-05
1170.0,IRNSS-1G,True,167.9900547281781,68.44775048329355,1.109845580980677e-05
1170.0,IRNSS-1I,False,226.55980009572684,-0.47004411328797696,
1200.0,IRNSS-1C,True,170.39422680849395,49.90331071885757,0.00010303527421134545
1200.0,IRNSS-1E,True,129.55926361582053,36.21282072259374,2.948161566017967e-05
1200.0,IRNSS-1F,True,240.78496400190355,28.100720269465,4.8368179642632206e-05
1200.0,IRNSS-1B,True,219.3548340636824,45.53754924309797,1.3262010611516593e-05
1200.0,IRNSS-1D,True,170.5419046283142,36.59746400663972,1.3313018955612189e-05
1200.0,IRNSS-1G,True,167.98017975053605,68.50844615229033,1.4786139767806333e-05
1200.0,IRNSS-1I,False,226.55259247695867,-0.4551030138292964,
1230.0,IRNSS-1C,True,170.39422544399386,49.903310596907744,1.3996995262697283e-05
1230.0,IRNSS-1E,True,129.55926279113697,36.212820175427424,3.5675133416214965e-05
1230.0,IRNSS-1F,True,240.78496333671478,28.100720876767493,1.8785555203038228e-05
1230.0,IRNSS-1B,True,219.42741163898876,45.5862412311813,1.7633765150243057e-05
1230.0,IRNSS-1D,True,170.5457546660196,36.66044867504071,2.0458299737442084e-05
1230.0,IRNSS-1G,True,167.9700899640476,68.5690568933126,1.3905517461014504e-05
1230.0,IRNSS-1I,False,226.54549676069993,-0.44006219218087483,
1260.0,IRNSS-1C,True,170.39422407949377,49.903310474957905,3.299919647537363e-05
1260.0,IRNSS-1E,True,129.55926196645342,36.21281962826111,1.222123287560388e-05
1260.0,IRNSS-1F,True,240.78496267152602,28.100721484069975,1.2078829890403034e-05
1260.0,IRNSS-1B,True,219.50010487549702,45.634886060518646,0.00010943433655908981
1260.0,IRNSS-1D,True,170.54967217394264,36.72349929273545,3.870377115738756e-05
1260.0,IRNSS-1G,True,167.9597834872663,68.62958231909661,3.2425452146957525e-05
1260.0,IRNSS-1I,False,226.53851313556513,-0.4249218681840104,
1290.0,IRNSS-1C,True,170.3942227149937,49.90331035300805,3.8554354647841886e-05
1290.0,IRNSS-1E,True,129.55926114176987,36.21281908109478,2.463248962640023e-05
1290.0,IRNSS-1F,True,240.78496200633722,28.10072209137246,6.286351913792335e-05
1290.0,IRNSS-1B,True,219.5729134688104,45.683483541982625,1.1998728071499422e-05
1290.0,IRNSS-1D,True,170.55365714318845,36.786615574737006,1.2014505486100474e-05
1290.0,IRNSS-1G,True,167.94925842672615,68.69002204154866,1.766833395106418e-05
1290.0,IRNSS-1I,False,226.53164178939912,-0.40968226236133126,
1320.0,IRNSS-1C,True,170.39422135049364,49.90331023105819,2.1451238483391657e-05
1320.0,IRNSS-1E,True,129.55926031708637,36.21281853392845,2.8561573390183044e-05
1320.0,IRNSS-1F,True,240.78496134114846,28.100722698674936,1.9913102628910386e-05
1320.0,IRNSS-1B,True,219.64583711235335,45.732033487423166,6.494305548558643e-05
1320.0,IRNSS-1D,True,170.55770956423729,36.849797235870504,3.5992461106482705e-05
1320.0,IRNSS-1G,True,167.93851287689063,68.75037567173587,1.95644851056199e-05
1320.0,IRNSS-1I,False,226.5248829092743,-0.39434359591323837,
1350.0,IRNSS-1C,True,170.39421998599354,49.903310109108304,2.7788402963876482e-05
1350.0,IRNSS-1E,True,129.55925949240287,36.21281798676212,1.1396314839146452e-05
1350.0,IRNSS-1F,True,240.78496067595967,28.100723305977404,1.1402746855080613e-05
1350.0,IRNSS-1B,True,219.71887549736553,45.780535709671426,2.8075237789031546e-05
1350.0,IRNSS-1D,True,170.561829426944,36.91304399077405,3.8089292408666515e-05
1350.0,IRNSS-1G,True,167.9275449201028,68.81064281987688,1.5535743617933332e-05
1350.0,IRNSS-1I,False,226.51823668148765,-0.37890609071435927,
1380.0,IRNSS-1C,True,170.3942186214935,49.90330998715839,3.3858975852786246e-05
1380.0,IRNSS-1E,True,129.55925866771938,36.21281743959577,1.9978603106822683e-05
1380.0,IRNSS-1F,True,240.78496001077085,28.100723913279875,1.1341912385107131e-05
1380.0,IRNSS-1B,True,219.792028312896,45.82899002254366,1.194142727716825e-05
1380.0,IRNSS-1D,True,170.5660167205374,36.976355553899744,1.6549724299347672e-05
1380.0,IRNSS-1G,True,167.91635262653568,68.87082309533251,1.1265826190351487e-05
1380.0,IRNSS-1I,False,226.51170329155806,-0.3633699693100091,
1410.0,IRNSS-1C,True,170.39421725699347,49.90330986520846,1.1730555832983192e-05
1410.0,IRNSS-1E,True,129.55925784303588,36.21281689242942,1.4337103924268617e-05
1410.0,IRNSS-1F,True,240.78495934558205,28.10072452058234,1.1684123231793019e-05
1410.0,IRNSS-1B,True,219.86529524579763,45.87739624084508,4.7556630330185755e-05
1410.0,IRNSS-1D,True,170.5702714336199,37.03973163951469,2.0768571079694162e-05
1410.0,IRNSS-1G,True,167.9049340541432,68.93091610659627,2.4047254028958603e-05
1410.0,IRNSS-1I,False,226.5052829242234,-0.3477354549126143,
1440.0,IRNSS-1C,True,170.39421589249343,49.903309743258525,1.3028904811702298e-05
