t,attack_bias_m,clean_x_m,clean_y_m,clean_z_m,clean_clock_bias_m,clean_position_error_m,clean_mean_abs_residual_m,clean_max_abs_residual_m,attacked_x_m,attacked_y_m,attacked_z_m,attacked_clock_bias_m,attacked_position_error_m,attacked_mean_abs_residual_m,attacked_max_abs_residual_m,delta_x_m,delta_y_m,delta_z_m,delta_position_m,delta_clock_bias_m,delta_mean_abs_residual_m,delta_max_abs_residual_m,n_satellites,clean_converged,attacked_converged
11.0,1000.0,-2693896.6459860164,-4297474.593992109,3854206.9321198533,15.619732399095309,31.482337119188408,6.851103863545826,12.033064600080252,-2693896.6459860164,-4297474.593992109,3854206.9321198533,1015.6197323990943,31.482337119188408,6.851103863545826,12.033064600080252,0.0,0.0,0.0,0.0,999.9999999999991,0.0,0.0,7,True,True
12.0,0.0,-2693898.408009165,-4297462.79628684,3854203.6108026523,13.47084874333587,33.12233356880945,9.523420747369528,16.889077454805374,-2693898.408009165,-4297462.79628684,3854203.6108026523,13.47084874333587,33.12233356880945,9.523420747369528,16.889077454805374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,True,True
12.0,10.0,-2693898.408009165,-4297462.79628684,3854203.6108026523,13.47084874333587,33.12233356880945,9.523420747369528,16.889077454805374,-2693898.408009165,-4297462.79628684,3854203.6108026523,23.470848743335857,33.12233356880945,9.523420747369528,16.889077454805374,0.0,0.0,0.0,0.0,9.999999999999988,0.0,0.0,7,True,True
12.0,50.0,-2693898.408009165,-4297462.79628684,3854203.6108026523,13.47084874333587,33.12233356880945,9.523420747369528,16.889077454805374,-2693898.408009165,-4297462.79628684,3854203.6108026523,63.47084874333586,33.12233356880945,9.523420747369528,16.889077454805374,0.0,0.0,0.0,0.0,49.999999999999986,0.0,0.0,7,True,True
12.0,100.0,-2693898.408009165,-4297462.79628684,3854203.6108026523,13.47084874333587,33.12233356880945,9.523420747369528,16.889077454805374,-2693898.408009165,-4297462.79628684,3854203.6108026523,113.47084874333588,33.12233356880945,9.523420747369528,16.889077454805374,0.0,0.0,0.0,0.0,100.00000000000001,0.0,0.0,7,True,True
12.0,500.0,-2693898.408009165,-4297462.79628684,3854203.6108026523,13.47084874333587,33.12233356880945,9.523420747369528,16.889077454805374,-2693898.408009165,-4297462.79628684,3854203.6108026523,513.470848743336,33.12233356880945,9.523420747369528,16.889077454805374,0.0,0.0,0.0,0.0,500.0000000000001,0.0,0.0,7,True,True
12.0,1000.0,-2693898.408009165,-4297462.79628684,3854203.6108026523,13.47084874333587,33.12233356880945,9.523420747369528,16.889077454805374,-2693898.408009165,-4297462.79628684,3854203.6108026523,1013.4708487433354,33.12233356880945,9.523420747369528,16.889077454805374,0.0,0.0,0.0,0.0,999.9999999999995,0.0,0.0,7,True,True
13.0,0.0,-2693899.641835962,-4297474.800215921,3854206.635671401,16.445482304228552,28.82802169916261,7.786496144852468,13.407863520085812,-2693899.641835962,-4297474.800215921,3854206.635671401,16.445482304228552,28.82802169916261,7.786496144852468,13.407863520085812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,True,True
13.0,10.0,-2693899.641835962,-4297474.800215921,3854206.635671401,16.445482304228552,28.82802169916261,7.786496144852468,13.407863520085812,-2693899.641835962,-4297474.800215921,3854206.635671401,26.445482304228573,28.82802169916261,7.786496144852468,13.407863520085812,0.0,0.0,0.0,0.0,10.000000000000021,0.0,0.0,7,True,True
13.0,50.0,-2693899.641835962,-4297474.800215921,3854206.635671401,16.445482304228552,28.82802169916261,7.786496144852468,13.407863520085812,-2693899.641835962,-4297474.800215921,3854206.635671401,66.4454823042285,28.82802169916261,7.786496144852468,13.407863520085812,0.0,0.0,0.0,0.0,49.99999999999996,0.0,0.0,7,True,True
13.0,100.0,-2693899.641835962,-4297474.800215921,3854206.635671401,16.445482304228552,28.82802169916261,7.786496144852468,13.407863520085812,-2693899.641835962,-4297474.800215921,3854206.635671401,116.4454823042285,28.82802169916261,7.786496144852468,13.407863520085812,0.0,0.0,0.0,0.0,99.99999999999996,0.0,0.0,7,True,True
